date1,date,headline_classification,stories,total_stories
07jun2016,"7-6-2016","Brexit Other",17,101
07jun2016,"7-6-2016","Brexit Politics",8,101
07jun2016,"7-6-2016","Brexit Politics,Brexit Immigration",1,101
07jun2016,"7-6-2016","Climate",14,101
07jun2016,"7-6-2016","Climate,Brexit",6,101
07jun2016,"7-6-2016","Other",46,101
08jun2016,"8-6-2016","",1,107
08jun2016,"8-6-2016","Brexit Business",1,107
08jun2016,"8-6-2016","Brexit Business,Brexit Politics",1,107
08jun2016,"8-6-2016","Brexit Other",25,107
08jun2016,"8-6-2016","Brexit Politics",7,107
08jun2016,"8-6-2016","Climate",11,107
08jun2016,"8-6-2016","Climate,Brexit",9,107
08jun2016,"8-6-2016","Other",52,107
09jun2016,"9-6-2016","Brexit Business",8,118
09jun2016,"9-6-2016","Brexit Business,Brexit Immigration",1,118
09jun2016,"9-6-2016","Brexit Business,Brexit Politics",1,118
09jun2016,"9-6-2016","Brexit Immigration",2,118
09jun2016,"9-6-2016","Brexit Other",18,118
09jun2016,"9-6-2016","Brexit Politics",9,118
09jun2016,"9-6-2016","Climate",15,118
09jun2016,"9-6-2016","Climate,Brexit",5,118
09jun2016,"9-6-2016","Other",59,118
10jun2016,"10-6-2016","Brexit Business",3,99
10jun2016,"10-6-2016","Brexit Business,Brexit Immigration",1,99
10jun2016,"10-6-2016","Brexit Business,Brexit Politics",2,99
10jun2016,"10-6-2016","Brexit Immigration",2,99
10jun2016,"10-6-2016","Brexit Other",22,99
10jun2016,"10-6-2016","Brexit Politics",10,99
10jun2016,"10-6-2016","Climate",6,99
10jun2016,"10-6-2016","Climate,Brexit",6,99
10jun2016,"10-6-2016","Other",47,99
11jun2016,"11-6-2016","Brexit Business",1,62
11jun2016,"11-6-2016","Brexit Business,Brexit Immigration",1,62
11jun2016,"11-6-2016","Brexit Business,Brexit Politics",1,62
11jun2016,"11-6-2016","Brexit Other",18,62
11jun2016,"11-6-2016","Brexit Politics",3,62
11jun2016,"11-6-2016","Climate",4,62
11jun2016,"11-6-2016","Climate,Brexit",4,62
11jun2016,"11-6-2016","Other",30,62
12jun2016,"12-6-2016","Brexit Immigration",1,83
12jun2016,"12-6-2016","Brexit Other",17,83
12jun2016,"12-6-2016","Brexit Politics",5,83
12jun2016,"12-6-2016","Brexit Politics,Brexit Immigration",1,83
12jun2016,"12-6-2016","Climate",7,83
12jun2016,"12-6-2016","Climate,Brexit",6,83
12jun2016,"12-6-2016","Other",46,83
13jun2016,"13-6-2016","",1,77
13jun2016,"13-6-2016","Brexit Business",3,77
13jun2016,"13-6-2016","Brexit Business,Brexit Politics",1,77
13jun2016,"13-6-2016","Brexit Other",23,77
13jun2016,"13-6-2016","Brexit Politics",11,77
13jun2016,"13-6-2016","Climate",7,77
13jun2016,"13-6-2016","Climate,Brexit",5,77
13jun2016,"13-6-2016","Other",26,77
14jun2016,"14-6-2016","Brexit Business",7,128
14jun2016,"14-6-2016","Brexit Business,Brexit Immigration",1,128
14jun2016,"14-6-2016","Brexit Business,Brexit Politics",2,128
14jun2016,"14-6-2016","Brexit Immigration",2,128
14jun2016,"14-6-2016","Brexit Other",29,128
14jun2016,"14-6-2016","Brexit Politics",15,128
14jun2016,"14-6-2016","Climate",13,128
14jun2016,"14-6-2016","Climate,Brexit",5,128
14jun2016,"14-6-2016","Other",54,128
15jun2016,"15-6-2016","Brexit Business",7,128
15jun2016,"15-6-2016","Brexit Business,Brexit Politics",1,128
15jun2016,"15-6-2016","Brexit Immigration",2,128
15jun2016,"15-6-2016","Brexit Other",26,128
15jun2016,"15-6-2016","Brexit Politics",6,128
15jun2016,"15-6-2016","Climate",19,128
15jun2016,"15-6-2016","Climate,Brexit",9,128
15jun2016,"15-6-2016","Other",58,128
16jun2016,"16-6-2016","Brexit Business",7,145
16jun2016,"16-6-2016","Brexit Business,Brexit Politics",2,145
16jun2016,"16-6-2016","Brexit Immigration",2,145
16jun2016,"16-6-2016","Brexit Other",33,145
16jun2016,"16-6-2016","Brexit Politics",9,145
16jun2016,"16-6-2016","Brexit Politics,Brexit Immigration",1,145
16jun2016,"16-6-2016","Climate",18,145
16jun2016,"16-6-2016","Climate,Brexit",6,145
16jun2016,"16-6-2016","Other",67,145
17jun2016,"17-6-2016","Brexit Business",1,83
17jun2016,"17-6-2016","Brexit Immigration",2,83
17jun2016,"17-6-2016","Brexit Other",17,83
17jun2016,"17-6-2016","Brexit Politics",5,83
17jun2016,"17-6-2016","Climate",17,83
17jun2016,"17-6-2016","Climate,Brexit",6,83
17jun2016,"17-6-2016","Other",35,83
18jun2016,"18-6-2016","Brexit Business",2,73
18jun2016,"18-6-2016","Brexit Business,Brexit Politics",1,73
18jun2016,"18-6-2016","Brexit Immigration",2,73
18jun2016,"18-6-2016","Brexit Other",17,73
18jun2016,"18-6-2016","Brexit Politics",6,73
18jun2016,"18-6-2016","Climate",10,73
18jun2016,"18-6-2016","Climate,Brexit",6,73
18jun2016,"18-6-2016","Other",29,73
19jun2016,"19-6-2016","Brexit Business",3,101
19jun2016,"19-6-2016","Brexit Other",22,101
19jun2016,"19-6-2016","Brexit Politics",4,101
19jun2016,"19-6-2016","Climate",18,101
19jun2016,"19-6-2016","Climate,Brexit",4,101
19jun2016,"19-6-2016","Other",50,101
20jun2016,"20-6-2016","",1,154
20jun2016,"20-6-2016","Brexit Business",4,154
20jun2016,"20-6-2016","Brexit Business,Brexit Politics",1,154
20jun2016,"20-6-2016","Brexit Immigration",2,154
20jun2016,"20-6-2016","Brexit Other",38,154
20jun2016,"20-6-2016","Brexit Politics",9,154
20jun2016,"20-6-2016","Climate",20,154
20jun2016,"20-6-2016","Climate,Brexit",11,154
20jun2016,"20-6-2016","Other",68,154
21jun2016,"21-6-2016","Brexit Business",2,161
21jun2016,"21-6-2016","Brexit Business,Brexit Politics",1,161
21jun2016,"21-6-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,161
21jun2016,"21-6-2016","Brexit Immigration",2,161
21jun2016,"21-6-2016","Brexit Other",40,161
21jun2016,"21-6-2016","Brexit Politics",12,161
21jun2016,"21-6-2016","Brexit Politics,Brexit Immigration",1,161
21jun2016,"21-6-2016","Climate",18,161
21jun2016,"21-6-2016","Climate,Brexit",11,161
21jun2016,"21-6-2016","Other",73,161
22jun2016,"22-6-2016","Brexit Business",4,172
22jun2016,"22-6-2016","Brexit Business,Brexit Politics",2,172
22jun2016,"22-6-2016","Brexit Immigration",2,172
22jun2016,"22-6-2016","Brexit Other",54,172
22jun2016,"22-6-2016","Brexit Politics",16,172
22jun2016,"22-6-2016","Climate",15,172
22jun2016,"22-6-2016","Climate,Brexit",13,172
22jun2016,"22-6-2016","Other",66,172
23jun2016,"23-6-2016","Brexit Business",6,185
23jun2016,"23-6-2016","Brexit Business,Brexit Politics",2,185
23jun2016,"23-6-2016","Brexit Immigration",3,185
23jun2016,"23-6-2016","Brexit Other",44,185
23jun2016,"23-6-2016","Brexit Politics",6,185
23jun2016,"23-6-2016","Brexit Politics,Brexit Immigration",1,185
23jun2016,"23-6-2016","Climate",29,185
23jun2016,"23-6-2016","Climate,Brexit",14,185
23jun2016,"23-6-2016","Other",80,185
24jun2016,"24-6-2016","Brexit Business",25,366
24jun2016,"24-6-2016","Brexit Immigration",2,366
24jun2016,"24-6-2016","Brexit Other",137,366
24jun2016,"24-6-2016","Brexit Politics",29,366
24jun2016,"24-6-2016","Climate",39,366
24jun2016,"24-6-2016","Climate,Brexit",37,366
24jun2016,"24-6-2016","Other",97,366
25jun2016,"25-6-2016","",1,216
25jun2016,"25-6-2016","Brexit Business",4,216
25jun2016,"25-6-2016","Brexit Immigration",1,216
25jun2016,"25-6-2016","Brexit Other",67,216
25jun2016,"25-6-2016","Brexit Politics",26,216
25jun2016,"25-6-2016","Climate",27,216
25jun2016,"25-6-2016","Climate,Brexit",13,216
25jun2016,"25-6-2016","Other",77,216
26jun2016,"26-6-2016","Brexit Business",7,196
26jun2016,"26-6-2016","Brexit Business,Brexit Politics",3,196
26jun2016,"26-6-2016","Brexit Immigration",2,196
26jun2016,"26-6-2016","Brexit Other",69,196
26jun2016,"26-6-2016","Brexit Politics",20,196
26jun2016,"26-6-2016","Brexit Politics,Brexit Immigration",2,196
26jun2016,"26-6-2016","Climate",13,196
26jun2016,"26-6-2016","Climate,Brexit",6,196
26jun2016,"26-6-2016","Other",74,196
27jun2016,"27-6-2016","Brexit Business",17,277
27jun2016,"27-6-2016","Brexit Business,Brexit Politics",1,277
27jun2016,"27-6-2016","Brexit Immigration",3,277
27jun2016,"27-6-2016","Brexit Other",98,277
27jun2016,"27-6-2016","Brexit Politics",24,277
27jun2016,"27-6-2016","Climate",31,277
27jun2016,"27-6-2016","Climate,Brexit",31,277
27jun2016,"27-6-2016","Other",72,277
28jun2016,"28-6-2016","Brexit Business",14,243
28jun2016,"28-6-2016","Brexit Business,Brexit Politics",6,243
28jun2016,"28-6-2016","Brexit Immigration",3,243
28jun2016,"28-6-2016","Brexit Other",67,243
28jun2016,"28-6-2016","Brexit Politics",23,243
28jun2016,"28-6-2016","Climate",19,243
28jun2016,"28-6-2016","Climate,Brexit",18,243
28jun2016,"28-6-2016","Other",93,243
29jun2016,"29-6-2016","Brexit Business",14,196
29jun2016,"29-6-2016","Brexit Business,Brexit Politics",1,196
29jun2016,"29-6-2016","Brexit Immigration",2,196
29jun2016,"29-6-2016","Brexit Other",63,196
29jun2016,"29-6-2016","Brexit Politics",15,196
29jun2016,"29-6-2016","Brexit Politics,Brexit Immigration",1,196
29jun2016,"29-6-2016","Climate",20,196
29jun2016,"29-6-2016","Climate,Brexit",10,196
29jun2016,"29-6-2016","Other",70,196
30jun2016,"30-6-2016","Brexit Business",6,163
30jun2016,"30-6-2016","Brexit Business,Brexit Immigration",1,163
30jun2016,"30-6-2016","Brexit Business,Brexit Politics",5,163
30jun2016,"30-6-2016","Brexit Other",41,163
30jun2016,"30-6-2016","Brexit Politics",14,163
30jun2016,"30-6-2016","Climate",19,163
30jun2016,"30-6-2016","Climate,Brexit",8,163
30jun2016,"30-6-2016","Other",69,163
01jul2016,"1-7-2016","Brexit Business",6,153
01jul2016,"1-7-2016","Brexit Business,Brexit Politics",3,153
01jul2016,"1-7-2016","Brexit Immigration",4,153
01jul2016,"1-7-2016","Brexit Other",40,153
01jul2016,"1-7-2016","Brexit Politics",8,153
01jul2016,"1-7-2016","Climate",20,153
01jul2016,"1-7-2016","Climate,Brexit",11,153
01jul2016,"1-7-2016","Other",61,153
02jul2016,"2-7-2016","Brexit Business",1,111
02jul2016,"2-7-2016","Brexit Immigration",1,111
02jul2016,"2-7-2016","Brexit Other",34,111
02jul2016,"2-7-2016","Brexit Politics",8,111
02jul2016,"2-7-2016","Climate",14,111
02jul2016,"2-7-2016","Climate,Brexit",4,111
02jul2016,"2-7-2016","Other",49,111
03jul2016,"3-7-2016","Brexit Business",5,146
03jul2016,"3-7-2016","Brexit Business,Brexit Immigration",1,146
03jul2016,"3-7-2016","Brexit Business,Brexit Politics",1,146
03jul2016,"3-7-2016","Brexit Immigration",2,146
03jul2016,"3-7-2016","Brexit Other",33,146
03jul2016,"3-7-2016","Brexit Politics",17,146
03jul2016,"3-7-2016","Climate",16,146
03jul2016,"3-7-2016","Climate,Brexit",6,146
03jul2016,"3-7-2016","Other",65,146
04jul2016,"4-7-2016","Brexit Business",6,171
04jul2016,"4-7-2016","Brexit Immigration",4,171
04jul2016,"4-7-2016","Brexit Other",44,171
04jul2016,"4-7-2016","Brexit Politics",11,171
04jul2016,"4-7-2016","Brexit Politics,Brexit Immigration",1,171
04jul2016,"4-7-2016","Climate",24,171
04jul2016,"4-7-2016","Climate,Brexit",9,171
04jul2016,"4-7-2016","Other",72,171
05jul2016,"5-7-2016","Brexit Business",7,158
05jul2016,"5-7-2016","Brexit Business,Brexit Politics",2,158
05jul2016,"5-7-2016","Brexit Immigration",1,158
05jul2016,"5-7-2016","Brexit Other",43,158
05jul2016,"5-7-2016","Brexit Politics",10,158
05jul2016,"5-7-2016","Climate",18,158
05jul2016,"5-7-2016","Climate,Brexit",6,158
05jul2016,"5-7-2016","Other",71,158
06jul2016,"6-7-2016","Brexit Business",5,106
06jul2016,"6-7-2016","Brexit Business,Brexit Politics",1,106
06jul2016,"6-7-2016","Brexit Immigration",3,106
06jul2016,"6-7-2016","Brexit Other",29,106
06jul2016,"6-7-2016","Brexit Politics",5,106
06jul2016,"6-7-2016","Climate",11,106
06jul2016,"6-7-2016","Climate,Brexit",5,106
06jul2016,"6-7-2016","Other",47,106
07jul2016,"7-7-2016","Brexit Business",9,108
07jul2016,"7-7-2016","Brexit Business,Brexit Immigration",1,108
07jul2016,"7-7-2016","Brexit Business,Brexit Politics",2,108
07jul2016,"7-7-2016","Brexit Other",19,108
07jul2016,"7-7-2016","Brexit Politics",9,108
07jul2016,"7-7-2016","Climate",8,108
07jul2016,"7-7-2016","Climate,Brexit",7,108
07jul2016,"7-7-2016","Other",53,108
08jul2016,"8-7-2016","Brexit Business",3,96
08jul2016,"8-7-2016","Brexit Business,Brexit Politics",1,96
08jul2016,"8-7-2016","Brexit Immigration",1,96
08jul2016,"8-7-2016","Brexit Other",16,96
08jul2016,"8-7-2016","Brexit Politics",10,96
08jul2016,"8-7-2016","Climate",13,96
08jul2016,"8-7-2016","Climate,Brexit",6,96
08jul2016,"8-7-2016","Other",46,96
09jul2016,"9-7-2016","Brexit Business",5,63
09jul2016,"9-7-2016","Brexit Immigration",1,63
09jul2016,"9-7-2016","Brexit Other",11,63
09jul2016,"9-7-2016","Brexit Politics",7,63
09jul2016,"9-7-2016","Climate",9,63
09jul2016,"9-7-2016","Climate,Brexit",3,63
09jul2016,"9-7-2016","Other",27,63
10jul2016,"10-7-2016","Brexit Business,Brexit Politics",1,89
10jul2016,"10-7-2016","Brexit Other",22,89
10jul2016,"10-7-2016","Brexit Politics",4,89
10jul2016,"10-7-2016","Climate",11,89
10jul2016,"10-7-2016","Climate,Brexit",4,89
10jul2016,"10-7-2016","Other",47,89
11jul2016,"11-7-2016","Brexit Business",7,128
11jul2016,"11-7-2016","Brexit Immigration",3,128
11jul2016,"11-7-2016","Brexit Other",31,128
11jul2016,"11-7-2016","Brexit Politics",14,128
11jul2016,"11-7-2016","Climate",18,128
11jul2016,"11-7-2016","Climate,Brexit",7,128
11jul2016,"11-7-2016","Other",48,128
12jul2016,"12-7-2016","Brexit Business",8,120
12jul2016,"12-7-2016","Brexit Business,Brexit Immigration",2,120
12jul2016,"12-7-2016","Brexit Business,Brexit Politics",2,120
12jul2016,"12-7-2016","Brexit Other",22,120
12jul2016,"12-7-2016","Brexit Politics",6,120
12jul2016,"12-7-2016","Climate",13,120
12jul2016,"12-7-2016","Climate,Brexit",7,120
12jul2016,"12-7-2016","Other",60,120
13jul2016,"13-7-2016","Brexit Business",5,124
13jul2016,"13-7-2016","Brexit Business,Brexit Politics",1,124
13jul2016,"13-7-2016","Brexit Immigration",1,124
13jul2016,"13-7-2016","Brexit Other",20,124
13jul2016,"13-7-2016","Brexit Politics",11,124
13jul2016,"13-7-2016","Climate",13,124
13jul2016,"13-7-2016","Climate,Brexit",4,124
13jul2016,"13-7-2016","Other",69,124
14jul2016,"14-7-2016","",1,140
14jul2016,"14-7-2016","Brexit Business",9,140
14jul2016,"14-7-2016","Brexit Immigration",2,140
14jul2016,"14-7-2016","Brexit Other",24,140
14jul2016,"14-7-2016","Brexit Politics",16,140
14jul2016,"14-7-2016","Climate",17,140
14jul2016,"14-7-2016","Climate,Brexit",7,140
14jul2016,"14-7-2016","Other",64,140
15jul2016,"15-7-2016","Brexit Business",2,73
15jul2016,"15-7-2016","Brexit Business,Brexit Politics",1,73
15jul2016,"15-7-2016","Brexit Immigration",1,73
15jul2016,"15-7-2016","Brexit Other",15,73
15jul2016,"15-7-2016","Brexit Politics",6,73
15jul2016,"15-7-2016","Climate",7,73
15jul2016,"15-7-2016","Climate,Brexit",3,73
15jul2016,"15-7-2016","Other",38,73
16jul2016,"16-7-2016","Brexit Business",2,42
16jul2016,"16-7-2016","Brexit Other",2,42
16jul2016,"16-7-2016","Brexit Politics",4,42
16jul2016,"16-7-2016","Brexit Politics,Brexit Immigration",1,42
16jul2016,"16-7-2016","Climate",8,42
16jul2016,"16-7-2016","Climate,Brexit",3,42
16jul2016,"16-7-2016","Other",22,42
17jul2016,"17-7-2016","Brexit Business",5,85
17jul2016,"17-7-2016","Brexit Business,Brexit Immigration",1,85
17jul2016,"17-7-2016","Brexit Immigration",1,85
17jul2016,"17-7-2016","Brexit Other",18,85
17jul2016,"17-7-2016","Brexit Politics",7,85
17jul2016,"17-7-2016","Climate",7,85
17jul2016,"17-7-2016","Climate,Brexit",4,85
17jul2016,"17-7-2016","Other",42,85
18jul2016,"18-7-2016","Brexit Business",7,108
18jul2016,"18-7-2016","Brexit Business,Brexit Politics",1,108
18jul2016,"18-7-2016","Brexit Immigration",2,108
18jul2016,"18-7-2016","Brexit Other",25,108
18jul2016,"18-7-2016","Brexit Politics",13,108
18jul2016,"18-7-2016","Climate",16,108
18jul2016,"18-7-2016","Climate,Brexit",8,108
18jul2016,"18-7-2016","Other",36,108
19jul2016,"19-7-2016","Brexit Business",7,96
19jul2016,"19-7-2016","Brexit Business,Brexit Politics",3,96
19jul2016,"19-7-2016","Brexit Other",17,96
19jul2016,"19-7-2016","Brexit Politics",8,96
19jul2016,"19-7-2016","Climate",12,96
19jul2016,"19-7-2016","Climate,Brexit",4,96
19jul2016,"19-7-2016","Other",45,96
20jul2016,"20-7-2016","",1,108
20jul2016,"20-7-2016","Brexit Business",6,108
20jul2016,"20-7-2016","Brexit Business,Brexit Politics",1,108
20jul2016,"20-7-2016","Brexit Other",22,108
20jul2016,"20-7-2016","Brexit Politics",5,108
20jul2016,"20-7-2016","Climate",23,108
20jul2016,"20-7-2016","Climate,Brexit",13,108
20jul2016,"20-7-2016","Other",37,108
21jul2016,"21-7-2016","Brexit Business",5,92
21jul2016,"21-7-2016","Brexit Business,Brexit Politics",1,92
21jul2016,"21-7-2016","Brexit Other",24,92
21jul2016,"21-7-2016","Brexit Politics",6,92
21jul2016,"21-7-2016","Climate",12,92
21jul2016,"21-7-2016","Climate,Brexit",5,92
21jul2016,"21-7-2016","Other",39,92
22jul2016,"22-7-2016","Brexit Business",4,100
22jul2016,"22-7-2016","Brexit Other",28,100
22jul2016,"22-7-2016","Brexit Politics",3,100
22jul2016,"22-7-2016","Climate",15,100
22jul2016,"22-7-2016","Climate,Brexit",1,100
22jul2016,"22-7-2016","Other",49,100
23jul2016,"23-7-2016","Brexit Business",5,51
23jul2016,"23-7-2016","Brexit Business,Brexit Politics",1,51
23jul2016,"23-7-2016","Brexit Other",7,51
23jul2016,"23-7-2016","Brexit Politics",1,51
23jul2016,"23-7-2016","Climate",9,51
23jul2016,"23-7-2016","Climate,Brexit",4,51
23jul2016,"23-7-2016","Other",24,51
24jul2016,"24-7-2016","Brexit Business",2,62
24jul2016,"24-7-2016","Brexit Business,Brexit Politics",2,62
24jul2016,"24-7-2016","Brexit Immigration",1,62
24jul2016,"24-7-2016","Brexit Other",7,62
24jul2016,"24-7-2016","Brexit Politics",5,62
24jul2016,"24-7-2016","Climate",8,62
24jul2016,"24-7-2016","Climate,Brexit",1,62
24jul2016,"24-7-2016","Other",36,62
25jul2016,"25-7-2016","Brexit Business",4,89
25jul2016,"25-7-2016","Brexit Other",25,89
25jul2016,"25-7-2016","Brexit Politics",4,89
25jul2016,"25-7-2016","Climate",10,89
25jul2016,"25-7-2016","Climate,Brexit",7,89
25jul2016,"25-7-2016","Other",39,89
26jul2016,"26-7-2016","Brexit Business",2,82
26jul2016,"26-7-2016","Brexit Business,Brexit Politics",1,82
26jul2016,"26-7-2016","Brexit Immigration",2,82
26jul2016,"26-7-2016","Brexit Other",19,82
26jul2016,"26-7-2016","Brexit Politics",4,82
26jul2016,"26-7-2016","Brexit Politics,Brexit Immigration",1,82
26jul2016,"26-7-2016","Climate",9,82
26jul2016,"26-7-2016","Climate,Brexit",6,82
26jul2016,"26-7-2016","Other",38,82
27jul2016,"27-7-2016","Brexit Business",7,103
27jul2016,"27-7-2016","Brexit Business,Brexit Politics",2,103
27jul2016,"27-7-2016","Brexit Immigration",3,103
27jul2016,"27-7-2016","Brexit Other",20,103
27jul2016,"27-7-2016","Brexit Politics",7,103
27jul2016,"27-7-2016","Climate",11,103
27jul2016,"27-7-2016","Climate,Brexit",4,103
27jul2016,"27-7-2016","Other",49,103
28jul2016,"28-7-2016","Brexit Business",11,85
28jul2016,"28-7-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,85
28jul2016,"28-7-2016","Brexit Immigration",1,85
28jul2016,"28-7-2016","Brexit Other",18,85
28jul2016,"28-7-2016","Brexit Politics",3,85
28jul2016,"28-7-2016","Climate",11,85
28jul2016,"28-7-2016","Climate,Brexit",3,85
28jul2016,"28-7-2016","Other",37,85
29jul2016,"29-7-2016","Brexit Business",11,95
29jul2016,"29-7-2016","Brexit Business,Brexit Immigration",1,95
29jul2016,"29-7-2016","Brexit Immigration",3,95
29jul2016,"29-7-2016","Brexit Other",13,95
29jul2016,"29-7-2016","Brexit Politics",3,95
29jul2016,"29-7-2016","Climate",11,95
29jul2016,"29-7-2016","Climate,Brexit",2,95
29jul2016,"29-7-2016","Other",51,95
30jul2016,"30-7-2016","Brexit Business",4,59
30jul2016,"30-7-2016","Brexit Other",3,59
30jul2016,"30-7-2016","Brexit Politics",2,59
30jul2016,"30-7-2016","Climate",11,59
30jul2016,"30-7-2016","Climate,Brexit",2,59
30jul2016,"30-7-2016","Other",37,59
31jul2016,"31-7-2016","Brexit Business",3,53
31jul2016,"31-7-2016","Brexit Immigration",2,53
31jul2016,"31-7-2016","Brexit Other",6,53
31jul2016,"31-7-2016","Climate",7,53
31jul2016,"31-7-2016","Climate,Brexit",3,53
31jul2016,"31-7-2016","Other",32,53
01aug2016,"1-8-2016","Brexit Business",3,93
01aug2016,"1-8-2016","Brexit Other",19,93
01aug2016,"1-8-2016","Brexit Politics",6,93
01aug2016,"1-8-2016","Climate",10,93
01aug2016,"1-8-2016","Climate,Brexit",5,93
01aug2016,"1-8-2016","Other",50,93
02aug2016,"2-8-2016","Brexit Business",3,75
02aug2016,"2-8-2016","Brexit Business,Brexit Politics",1,75
02aug2016,"2-8-2016","Brexit Immigration",1,75
02aug2016,"2-8-2016","Brexit Other",19,75
02aug2016,"2-8-2016","Brexit Politics",6,75
02aug2016,"2-8-2016","Climate",11,75
02aug2016,"2-8-2016","Climate,Brexit",2,75
02aug2016,"2-8-2016","Other",32,75
03aug2016,"3-8-2016","Brexit Business",2,71
03aug2016,"3-8-2016","Brexit Business,Brexit Immigration",1,71
03aug2016,"3-8-2016","Brexit Immigration",2,71
03aug2016,"3-8-2016","Brexit Other",14,71
03aug2016,"3-8-2016","Brexit Politics",2,71
03aug2016,"3-8-2016","Climate",5,71
03aug2016,"3-8-2016","Climate,Brexit",3,71
03aug2016,"3-8-2016","Other",42,71
04aug2016,"4-8-2016","Brexit Business",1,75
04aug2016,"4-8-2016","Brexit Immigration",3,75
04aug2016,"4-8-2016","Brexit Other",8,75
04aug2016,"4-8-2016","Brexit Politics",3,75
04aug2016,"4-8-2016","Climate",17,75
04aug2016,"4-8-2016","Climate,Brexit",5,75
04aug2016,"4-8-2016","Other",38,75
05aug2016,"5-8-2016","Brexit Business",4,66
05aug2016,"5-8-2016","Brexit Other",10,66
05aug2016,"5-8-2016","Brexit Politics",3,66
05aug2016,"5-8-2016","Climate",13,66
05aug2016,"5-8-2016","Other",36,66
06aug2016,"6-8-2016","Brexit Business",2,47
06aug2016,"6-8-2016","Brexit Other",10,47
06aug2016,"6-8-2016","Brexit Politics",3,47
06aug2016,"6-8-2016","Climate",6,47
06aug2016,"6-8-2016","Climate,Brexit",2,47
06aug2016,"6-8-2016","Other",24,47
07aug2016,"7-8-2016","Brexit Business",4,50
07aug2016,"7-8-2016","Brexit Other",6,50
07aug2016,"7-8-2016","Brexit Politics",4,50
07aug2016,"7-8-2016","Climate",4,50
07aug2016,"7-8-2016","Climate,Brexit",2,50
07aug2016,"7-8-2016","Other",30,50
08aug2016,"8-8-2016","Brexit Business",3,54
08aug2016,"8-8-2016","Brexit Business,Brexit Politics",1,54
08aug2016,"8-8-2016","Brexit Immigration",2,54
08aug2016,"8-8-2016","Brexit Other",13,54
08aug2016,"8-8-2016","Brexit Politics",1,54
08aug2016,"8-8-2016","Climate",9,54
08aug2016,"8-8-2016","Climate,Brexit",2,54
08aug2016,"8-8-2016","Other",23,54
09aug2016,"9-8-2016","Brexit Business",9,75
09aug2016,"9-8-2016","Brexit Immigration",1,75
09aug2016,"9-8-2016","Brexit Other",12,75
09aug2016,"9-8-2016","Brexit Politics",2,75
09aug2016,"9-8-2016","Climate",11,75
09aug2016,"9-8-2016","Climate,Brexit",1,75
09aug2016,"9-8-2016","Other",39,75
10aug2016,"10-8-2016","Brexit Business",9,89
10aug2016,"10-8-2016","Brexit Business,Brexit Politics",1,89
10aug2016,"10-8-2016","Brexit Other",12,89
10aug2016,"10-8-2016","Brexit Politics",1,89
10aug2016,"10-8-2016","Climate",14,89
10aug2016,"10-8-2016","Climate,Brexit",5,89
10aug2016,"10-8-2016","Other",47,89
11aug2016,"11-8-2016","Brexit Business",4,84
11aug2016,"11-8-2016","Brexit Other",10,84
11aug2016,"11-8-2016","Brexit Politics",6,84
11aug2016,"11-8-2016","Climate",13,84
11aug2016,"11-8-2016","Climate,Brexit",2,84
11aug2016,"11-8-2016","Other",49,84
12aug2016,"12-8-2016","Brexit Business",4,53
12aug2016,"12-8-2016","Brexit Immigration",2,53
12aug2016,"12-8-2016","Brexit Other",9,53
12aug2016,"12-8-2016","Brexit Politics",2,53
12aug2016,"12-8-2016","Climate",9,53
12aug2016,"12-8-2016","Climate,Brexit",1,53
12aug2016,"12-8-2016","Other",26,53
13aug2016,"13-8-2016","Brexit Business",1,48
13aug2016,"13-8-2016","Brexit Other",7,48
13aug2016,"13-8-2016","Brexit Politics",1,48
13aug2016,"13-8-2016","Climate",11,48
13aug2016,"13-8-2016","Climate,Brexit",2,48
13aug2016,"13-8-2016","Other",26,48
14aug2016,"14-8-2016","Brexit Business",1,74
14aug2016,"14-8-2016","Brexit Immigration",1,74
14aug2016,"14-8-2016","Brexit Other",16,74
14aug2016,"14-8-2016","Brexit Politics",3,74
14aug2016,"14-8-2016","Climate",10,74
14aug2016,"14-8-2016","Climate,Brexit",3,74
14aug2016,"14-8-2016","Other",40,74
15aug2016,"15-8-2016","Brexit Business",4,86
15aug2016,"15-8-2016","Brexit Immigration",3,86
15aug2016,"15-8-2016","Brexit Other",15,86
15aug2016,"15-8-2016","Brexit Politics",2,86
15aug2016,"15-8-2016","Climate",14,86
15aug2016,"15-8-2016","Climate,Brexit",1,86
15aug2016,"15-8-2016","Other",47,86
16aug2016,"16-8-2016","Brexit Business",8,61
16aug2016,"16-8-2016","Brexit Immigration",1,61
16aug2016,"16-8-2016","Brexit Other",5,61
16aug2016,"16-8-2016","Brexit Politics",2,61
16aug2016,"16-8-2016","Climate",19,61
16aug2016,"16-8-2016","Climate,Brexit",1,61
16aug2016,"16-8-2016","Other",25,61
17aug2016,"17-8-2016","Brexit Business",6,92
17aug2016,"17-8-2016","Brexit Other",19,92
17aug2016,"17-8-2016","Brexit Politics",6,92
17aug2016,"17-8-2016","Climate",12,92
17aug2016,"17-8-2016","Climate,Brexit",2,92
17aug2016,"17-8-2016","Other",47,92
18aug2016,"18-8-2016","Brexit Business",6,92
18aug2016,"18-8-2016","Brexit Immigration",4,92
18aug2016,"18-8-2016","Brexit Other",18,92
18aug2016,"18-8-2016","Brexit Politics",3,92
