date1,date,text_classification,stories,total_stories
31mar2016,"31-3-2016","Brexit Other",1,49
31mar2016,"31-3-2016","Brexit Politics",7,49
31mar2016,"31-3-2016","Brexit Politics,Brexit Immigration",2,49
31mar2016,"31-3-2016","Climate",24,49
31mar2016,"31-3-2016","Climate,Brexit",5,49
31mar2016,"31-3-2016","Other",4,49
01apr2016,"1-4-2016","",1,50
01apr2016,"1-4-2016","Brexit Business",2,50
01apr2016,"1-4-2016","Brexit Business,Brexit Politics",3,50
01apr2016,"1-4-2016","Brexit Immigration",1,50
01apr2016,"1-4-2016","Brexit Other",2,50
01apr2016,"1-4-2016","Brexit Politics",5,50
01apr2016,"1-4-2016","Brexit Politics,Brexit Immigration",1,50
01apr2016,"1-4-2016","Climate",25,50
01apr2016,"1-4-2016","Climate,Brexit",6,50
01apr2016,"1-4-2016","Other",4,50
02apr2016,"2-4-2016","Brexit Business",5,50
02apr2016,"2-4-2016","Brexit Business,Brexit Politics",3,50
02apr2016,"2-4-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,50
02apr2016,"2-4-2016","Brexit Immigration",2,50
02apr2016,"2-4-2016","Brexit Politics",3,50
02apr2016,"2-4-2016","Brexit Politics,Brexit Immigration",2,50
02apr2016,"2-4-2016","Climate",25,50
02apr2016,"2-4-2016","Climate,Brexit",3,50
02apr2016,"2-4-2016","Other",6,50
03apr2016,"3-4-2016","Brexit Business",4,37
03apr2016,"3-4-2016","Brexit Business,Brexit Immigration",1,37
03apr2016,"3-4-2016","Brexit Business,Brexit Politics",4,37
03apr2016,"3-4-2016","Brexit Other",1,37
03apr2016,"3-4-2016","Brexit Politics",3,37
03apr2016,"3-4-2016","Climate",17,37
03apr2016,"3-4-2016","Climate,Brexit",5,37
03apr2016,"3-4-2016","Other",2,37
04apr2016,"4-4-2016","Brexit Business",4,54
04apr2016,"4-4-2016","Brexit Business,Brexit Politics",2,54
04apr2016,"4-4-2016","Brexit Immigration",1,54
04apr2016,"4-4-2016","Brexit Other",3,54
04apr2016,"4-4-2016","Brexit Politics",4,54
04apr2016,"4-4-2016","Climate",23,54
04apr2016,"4-4-2016","Climate,Brexit",13,54
04apr2016,"4-4-2016","Other",4,54
05apr2016,"5-4-2016","Brexit Business",12,65
05apr2016,"5-4-2016","Brexit Business,Brexit Politics",3,65
05apr2016,"5-4-2016","Brexit Immigration",2,65
05apr2016,"5-4-2016","Brexit Politics",4,65
05apr2016,"5-4-2016","Climate",32,65
05apr2016,"5-4-2016","Climate,Brexit",9,65
05apr2016,"5-4-2016","Other",3,65
06apr2016,"6-4-2016","Brexit Business",2,58
06apr2016,"6-4-2016","Brexit Immigration",1,58
06apr2016,"6-4-2016","Brexit Politics",6,58
06apr2016,"6-4-2016","Brexit Politics,Brexit Immigration",1,58
06apr2016,"6-4-2016","Climate",29,58
06apr2016,"6-4-2016","Climate,Brexit",11,58
06apr2016,"6-4-2016","Other",8,58
07apr2016,"7-4-2016","Brexit Business",3,65
07apr2016,"7-4-2016","Brexit Business,Brexit Politics",2,65
07apr2016,"7-4-2016","Brexit Business,Brexit Politics,Brexit Immigration",2,65
07apr2016,"7-4-2016","Brexit Immigration",2,65
07apr2016,"7-4-2016","Brexit Other",3,65
07apr2016,"7-4-2016","Brexit Politics",11,65
07apr2016,"7-4-2016","Brexit Politics,Brexit Immigration",1,65
07apr2016,"7-4-2016","Climate",26,65
07apr2016,"7-4-2016","Climate,Brexit",14,65
07apr2016,"7-4-2016","Other",1,65
08apr2016,"8-4-2016","Brexit Business",3,66
08apr2016,"8-4-2016","Brexit Business,Brexit Immigration",1,66
08apr2016,"8-4-2016","Brexit Business,Brexit Politics",2,66
08apr2016,"8-4-2016","Brexit Immigration",1,66
08apr2016,"8-4-2016","Brexit Other",3,66
08apr2016,"8-4-2016","Brexit Politics",9,66
08apr2016,"8-4-2016","Climate",32,66
08apr2016,"8-4-2016","Climate,Brexit",13,66
08apr2016,"8-4-2016","Other",2,66
09apr2016,"9-4-2016","Brexit Business",3,25
09apr2016,"9-4-2016","Brexit Business,Brexit Politics",2,25
09apr2016,"9-4-2016","Brexit Immigration",1,25
09apr2016,"9-4-2016","Brexit Politics",1,25
09apr2016,"9-4-2016","Brexit Politics,Brexit Immigration",1,25
09apr2016,"9-4-2016","Climate",11,25
09apr2016,"9-4-2016","Climate,Brexit",5,25
09apr2016,"9-4-2016","Other",1,25
10apr2016,"10-4-2016","Brexit Business",4,40
10apr2016,"10-4-2016","Brexit Business,Brexit Immigration",1,40
10apr2016,"10-4-2016","Brexit Business,Brexit Politics",2,40
10apr2016,"10-4-2016","Brexit Politics",3,40
10apr2016,"10-4-2016","Climate",20,40
10apr2016,"10-4-2016","Climate,Brexit",9,40
10apr2016,"10-4-2016","Other",1,40
11apr2016,"11-4-2016","Brexit Business",1,37
11apr2016,"11-4-2016","Brexit Business,Brexit Immigration",1,37
11apr2016,"11-4-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,37
11apr2016,"11-4-2016","Brexit Other",2,37
11apr2016,"11-4-2016","Brexit Politics",8,37
11apr2016,"11-4-2016","Climate",18,37
11apr2016,"11-4-2016","Climate,Brexit",4,37
11apr2016,"11-4-2016","Other",2,37
12apr2016,"12-4-2016","Brexit Business",3,68
12apr2016,"12-4-2016","Brexit Business,Brexit Politics",6,68
12apr2016,"12-4-2016","Brexit Immigration",2,68
12apr2016,"12-4-2016","Brexit Other",3,68
12apr2016,"12-4-2016","Brexit Politics",10,68
12apr2016,"12-4-2016","Brexit Politics,Brexit Immigration",1,68
12apr2016,"12-4-2016","Climate",23,68
12apr2016,"12-4-2016","Climate,Brexit",12,68
12apr2016,"12-4-2016","Other",8,68
13apr2016,"13-4-2016","Brexit Business",6,64
13apr2016,"13-4-2016","Brexit Business,Brexit Immigration",1,64
13apr2016,"13-4-2016","Brexit Immigration",1,64
13apr2016,"13-4-2016","Brexit Politics",8,64
13apr2016,"13-4-2016","Climate",32,64
13apr2016,"13-4-2016","Climate,Brexit",15,64
13apr2016,"13-4-2016","Other",1,64
14apr2016,"14-4-2016","Brexit Business",2,65
14apr2016,"14-4-2016","Brexit Business,Brexit Politics",1,65
14apr2016,"14-4-2016","Brexit Politics",11,65
14apr2016,"14-4-2016","Climate",38,65
14apr2016,"14-4-2016","Climate,Brexit",13,65
15apr2016,"15-4-2016","Brexit Business",2,58
15apr2016,"15-4-2016","Brexit Business,Brexit Politics",4,58
15apr2016,"15-4-2016","Brexit Other",3,58
15apr2016,"15-4-2016","Brexit Politics",5,58
15apr2016,"15-4-2016","Brexit Politics,Brexit Immigration",1,58
15apr2016,"15-4-2016","Climate",32,58
15apr2016,"15-4-2016","Climate,Brexit",8,58
15apr2016,"15-4-2016","Other",3,58
16apr2016,"16-4-2016","Brexit Business",1,40
16apr2016,"16-4-2016","Brexit Other",1,40
16apr2016,"16-4-2016","Brexit Politics",8,40
16apr2016,"16-4-2016","Climate",20,40
16apr2016,"16-4-2016","Climate,Brexit",8,40
16apr2016,"16-4-2016","Other",2,40
17apr2016,"17-4-2016","Brexit Business",3,54
17apr2016,"17-4-2016","Brexit Business,Brexit Politics",4,54
17apr2016,"17-4-2016","Brexit Other",1,54
17apr2016,"17-4-2016","Brexit Politics",13,54
17apr2016,"17-4-2016","Climate",21,54
17apr2016,"17-4-2016","Climate,Brexit",8,54
17apr2016,"17-4-2016","Other",4,54
18apr2016,"18-4-2016","Brexit Business",15,87
18apr2016,"18-4-2016","Brexit Business,Brexit Politics",4,87
18apr2016,"18-4-2016","Brexit Other",3,87
18apr2016,"18-4-2016","Brexit Politics",8,87
18apr2016,"18-4-2016","Climate",36,87
18apr2016,"18-4-2016","Climate,Brexit",10,87
18apr2016,"18-4-2016","Other",11,87
19apr2016,"19-4-2016","Brexit Business",8,64
19apr2016,"19-4-2016","Brexit Business,Brexit Politics",3,64
19apr2016,"19-4-2016","Brexit Immigration",2,64
19apr2016,"19-4-2016","Brexit Other",2,64
19apr2016,"19-4-2016","Brexit Politics",8,64
19apr2016,"19-4-2016","Climate",22,64
19apr2016,"19-4-2016","Climate,Brexit",15,64
19apr2016,"19-4-2016","Other",4,64
20apr2016,"20-4-2016","",1,88
20apr2016,"20-4-2016","Brexit Business",10,88
20apr2016,"20-4-2016","Brexit Business,Brexit Politics",6,88
20apr2016,"20-4-2016","Brexit Immigration",3,88
20apr2016,"20-4-2016","Brexit Other",5,88
20apr2016,"20-4-2016","Brexit Politics",8,88
20apr2016,"20-4-2016","Brexit Politics,Brexit Immigration",1,88
20apr2016,"20-4-2016","Climate",29,88
20apr2016,"20-4-2016","Climate,Brexit",20,88
20apr2016,"20-4-2016","Other",5,88
21apr2016,"21-4-2016","Brexit Business",6,61
21apr2016,"21-4-2016","Brexit Other",2,61
21apr2016,"21-4-2016","Brexit Politics",7,61
21apr2016,"21-4-2016","Climate",29,61
21apr2016,"21-4-2016","Climate,Brexit",11,61
21apr2016,"21-4-2016","Other",6,61
22apr2016,"22-4-2016","Brexit Business",1,62
22apr2016,"22-4-2016","Brexit Business,Brexit Politics",2,62
22apr2016,"22-4-2016","Brexit Immigration",1,62
22apr2016,"22-4-2016","Brexit Other",6,62
22apr2016,"22-4-2016","Brexit Politics",11,62
22apr2016,"22-4-2016","Climate",28,62
22apr2016,"22-4-2016","Climate,Brexit",10,62
22apr2016,"22-4-2016","Other",3,62
23apr2016,"23-4-2016","Brexit Business",3,52
23apr2016,"23-4-2016","Brexit Business,Brexit Politics",1,52
23apr2016,"23-4-2016","Brexit Other",3,52
23apr2016,"23-4-2016","Brexit Politics",11,52
23apr2016,"23-4-2016","Climate",26,52
23apr2016,"23-4-2016","Climate,Brexit",4,52
23apr2016,"23-4-2016","Other",4,52
24apr2016,"24-4-2016","Brexit Business",4,54
24apr2016,"24-4-2016","Brexit Business,Brexit Politics",6,54
24apr2016,"24-4-2016","Brexit Other",4,54
24apr2016,"24-4-2016","Brexit Politics",5,54
24apr2016,"24-4-2016","Climate",19,54
24apr2016,"24-4-2016","Climate,Brexit",15,54
24apr2016,"24-4-2016","Other",1,54
25apr2016,"25-4-2016","Brexit Business",6,77
25apr2016,"25-4-2016","Brexit Business,Brexit Politics",3,77
25apr2016,"25-4-2016","Brexit Immigration",1,77
25apr2016,"25-4-2016","Brexit Other",5,77
25apr2016,"25-4-2016","Brexit Politics",8,77
25apr2016,"25-4-2016","Climate",33,77
25apr2016,"25-4-2016","Climate,Brexit",14,77
25apr2016,"25-4-2016","Other",7,77
26apr2016,"26-4-2016","Brexit Business",2,51
26apr2016,"26-4-2016","Brexit Business,Brexit Politics",3,51
26apr2016,"26-4-2016","Brexit Other",4,51
26apr2016,"26-4-2016","Brexit Politics",4,51
26apr2016,"26-4-2016","Climate",22,51
26apr2016,"26-4-2016","Climate,Brexit",12,51
26apr2016,"26-4-2016","Other",4,51
27apr2016,"27-4-2016","Brexit Business",7,67
27apr2016,"27-4-2016","Brexit Business,Brexit Politics",4,67
27apr2016,"27-4-2016","Brexit Politics",7,67
27apr2016,"27-4-2016","Climate",27,67
27apr2016,"27-4-2016","Climate,Brexit",15,67
27apr2016,"27-4-2016","Other",7,67
28apr2016,"28-4-2016","Brexit Business",9,59
28apr2016,"28-4-2016","Brexit Business,Brexit Politics",4,59
28apr2016,"28-4-2016","Brexit Other",1,59
28apr2016,"28-4-2016","Brexit Politics",6,59
28apr2016,"28-4-2016","Climate",23,59
28apr2016,"28-4-2016","Climate,Brexit",11,59
28apr2016,"28-4-2016","Other",5,59
29apr2016,"29-4-2016","Brexit Business",2,43
29apr2016,"29-4-2016","Brexit Business,Brexit Politics",2,43
29apr2016,"29-4-2016","Brexit Other",1,43
29apr2016,"29-4-2016","Brexit Politics",9,43
29apr2016,"29-4-2016","Brexit Politics,Brexit Immigration",1,43
29apr2016,"29-4-2016","Climate",16,43
29apr2016,"29-4-2016","Climate,Brexit",8,43
29apr2016,"29-4-2016","Other",4,43
30apr2016,"30-4-2016","Brexit Immigration",1,32
30apr2016,"30-4-2016","Brexit Other",1,32
30apr2016,"30-4-2016","Brexit Politics",7,32
30apr2016,"30-4-2016","Climate",19,32
30apr2016,"30-4-2016","Climate,Brexit",2,32
30apr2016,"30-4-2016","Other",2,32
01may2016,"1-5-2016","Brexit Business",2,64
01may2016,"1-5-2016","Brexit Business,Brexit Politics",1,64
01may2016,"1-5-2016","Brexit Other",2,64
01may2016,"1-5-2016","Brexit Politics",3,64
01may2016,"1-5-2016","Brexit Politics,Brexit Immigration",1,64
01may2016,"1-5-2016","Climate",34,64
01may2016,"1-5-2016","Climate,Brexit",13,64
01may2016,"1-5-2016","Other",8,64
02may2016,"2-5-2016","Brexit Business",1,44
02may2016,"2-5-2016","Brexit Business,Brexit Politics",1,44
02may2016,"2-5-2016","Brexit Other",1,44
02may2016,"2-5-2016","Brexit Politics",4,44
02may2016,"2-5-2016","Climate",26,44
02may2016,"2-5-2016","Climate,Brexit",9,44
02may2016,"2-5-2016","Other",2,44
03may2016,"3-5-2016","Brexit Business",2,64
03may2016,"3-5-2016","Brexit Immigration",1,64
03may2016,"3-5-2016","Brexit Other",5,64
03may2016,"3-5-2016","Brexit Politics",5,64
03may2016,"3-5-2016","Brexit Politics,Brexit Immigration",2,64
03may2016,"3-5-2016","Climate",32,64
03may2016,"3-5-2016","Climate,Brexit",14,64
03may2016,"3-5-2016","Other",3,64
04may2016,"4-5-2016","Brexit Business",4,59
04may2016,"4-5-2016","Brexit Business,Brexit Politics",3,59
04may2016,"4-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,59
04may2016,"4-5-2016","Brexit Immigration",3,59
04may2016,"4-5-2016","Brexit Other",1,59
04may2016,"4-5-2016","Brexit Politics",5,59
04may2016,"4-5-2016","Climate",26,59
04may2016,"4-5-2016","Climate,Brexit",10,59
04may2016,"4-5-2016","Other",6,59
05may2016,"5-5-2016","Brexit Business",2,80
05may2016,"5-5-2016","Brexit Business,Brexit Immigration",2,80
05may2016,"5-5-2016","Brexit Business,Brexit Politics",1,80
05may2016,"5-5-2016","Brexit Immigration",1,80
05may2016,"5-5-2016","Brexit Other",5,80
05may2016,"5-5-2016","Brexit Politics",12,80
05may2016,"5-5-2016","Climate",38,80
05may2016,"5-5-2016","Climate,Brexit",15,80
05may2016,"5-5-2016","Other",4,80
06may2016,"6-5-2016","Brexit Business",3,49
06may2016,"6-5-2016","Brexit Business,Brexit Politics",1,49
06may2016,"6-5-2016","Brexit Other",2,49
06may2016,"6-5-2016","Brexit Politics",6,49
06may2016,"6-5-2016","Brexit Politics,Brexit Immigration",2,49
06may2016,"6-5-2016","Climate",27,49
06may2016,"6-5-2016","Climate,Brexit",4,49
06may2016,"6-5-2016","Other",4,49
07may2016,"7-5-2016","Brexit Business",1,37
07may2016,"7-5-2016","Brexit Politics",3,37
07may2016,"7-5-2016","Climate",20,37
07may2016,"7-5-2016","Climate,Brexit",6,37
07may2016,"7-5-2016","Other",7,37
08may2016,"8-5-2016","Brexit Business",2,49
08may2016,"8-5-2016","Brexit Business,Brexit Politics",3,49
08may2016,"8-5-2016","Brexit Other",2,49
08may2016,"8-5-2016","Brexit Politics",7,49
08may2016,"8-5-2016","Climate",17,49
08may2016,"8-5-2016","Climate,Brexit",11,49
08may2016,"8-5-2016","Other",7,49
09may2016,"9-5-2016","Brexit Business",6,84
09may2016,"9-5-2016","Brexit Business,Brexit Politics",5,84
09may2016,"9-5-2016","Brexit Other",4,84
09may2016,"9-5-2016","Brexit Politics",7,84
09may2016,"9-5-2016","Brexit Politics,Brexit Immigration",2,84
09may2016,"9-5-2016","Climate",37,84
09may2016,"9-5-2016","Climate,Brexit",15,84
09may2016,"9-5-2016","Other",8,84
10may2016,"10-5-2016","Brexit Business",10,76
10may2016,"10-5-2016","Brexit Business,Brexit Politics",3,76
10may2016,"10-5-2016","Brexit Immigration",1,76
10may2016,"10-5-2016","Brexit Other",3,76
10may2016,"10-5-2016","Brexit Politics",5,76
10may2016,"10-5-2016","Climate",34,76
10may2016,"10-5-2016","Climate,Brexit",16,76
10may2016,"10-5-2016","Other",4,76
11may2016,"11-5-2016","Brexit Business",9,73
11may2016,"11-5-2016","Brexit Business,Brexit Politics",2,73
11may2016,"11-5-2016","Brexit Immigration",2,73
11may2016,"11-5-2016","Brexit Other",3,73
11may2016,"11-5-2016","Brexit Politics",11,73
11may2016,"11-5-2016","Climate",27,73
11may2016,"11-5-2016","Climate,Brexit",15,73
11may2016,"11-5-2016","Other",4,73
12may2016,"12-5-2016","",1,83
12may2016,"12-5-2016","Brexit Business",10,83
12may2016,"12-5-2016","Brexit Business,Brexit Politics",4,83
12may2016,"12-5-2016","Brexit Immigration",3,83
12may2016,"12-5-2016","Brexit Other",2,83
12may2016,"12-5-2016","Brexit Politics",10,83
12may2016,"12-5-2016","Climate",29,83
12may2016,"12-5-2016","Climate,Brexit",19,83
12may2016,"12-5-2016","Other",5,83
13may2016,"13-5-2016","Brexit Business",4,59
13may2016,"13-5-2016","Brexit Business,Brexit Politics",2,59
13may2016,"13-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,59
13may2016,"13-5-2016","Brexit Immigration",1,59
13may2016,"13-5-2016","Brexit Other",2,59
13may2016,"13-5-2016","Brexit Politics",9,59
13may2016,"13-5-2016","Brexit Politics,Brexit Immigration",2,59
13may2016,"13-5-2016","Climate",18,59
13may2016,"13-5-2016","Climate,Brexit",18,59
13may2016,"13-5-2016","Other",2,59
14may2016,"14-5-2016","Brexit Business",10,42
14may2016,"14-5-2016","Brexit Business,Brexit Immigration",1,42
14may2016,"14-5-2016","Brexit Other",2,42
14may2016,"14-5-2016","Brexit Politics",8,42
14may2016,"14-5-2016","Climate",14,42
14may2016,"14-5-2016","Climate,Brexit",5,42
14may2016,"14-5-2016","Other",2,42
15may2016,"15-5-2016","Brexit Business",3,54
15may2016,"15-5-2016","Brexit Business,Brexit Politics",3,54
15may2016,"15-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,54
15may2016,"15-5-2016","Brexit Other",1,54
15may2016,"15-5-2016","Brexit Politics",12,54
15may2016,"15-5-2016","Climate",21,54
15may2016,"15-5-2016","Climate,Brexit",10,54
15may2016,"15-5-2016","Other",3,54
16may2016,"16-5-2016","Brexit Business",13,90
16may2016,"16-5-2016","Brexit Business,Brexit Immigration",1,90
16may2016,"16-5-2016","Brexit Business,Brexit Politics",6,90
16may2016,"16-5-2016","Brexit Immigration",2,90
16may2016,"16-5-2016","Brexit Other",8,90
16may2016,"16-5-2016","Brexit Politics",12,90
16may2016,"16-5-2016","Climate",23,90
16may2016,"16-5-2016","Climate,Brexit",18,90
16may2016,"16-5-2016","Other",7,90
17may2016,"17-5-2016","Brexit Business",6,93
17may2016,"17-5-2016","Brexit Business,Brexit Politics",4,93
17may2016,"17-5-2016","Brexit Other",9,93
17may2016,"17-5-2016","Brexit Politics",18,93
17may2016,"17-5-2016","Brexit Politics,Brexit Immigration",1,93
17may2016,"17-5-2016","Climate",33,93
17may2016,"17-5-2016","Climate,Brexit",17,93
17may2016,"17-5-2016","Other",5,93
18may2016,"18-5-2016","Brexit Business",6,82
18may2016,"18-5-2016","Brexit Business,Brexit Immigration",1,82
18may2016,"18-5-2016","Brexit Business,Brexit Politics",2,82
18may2016,"18-5-2016","Brexit Immigration",1,82
18may2016,"18-5-2016","Brexit Other",3,82
18may2016,"18-5-2016","Brexit Politics",14,82
18may2016,"18-5-2016","Climate",31,82
18may2016,"18-5-2016","Climate,Brexit",17,82
18may2016,"18-5-2016","Other",7,82
19may2016,"19-5-2016","Brexit Business",7,77
19may2016,"19-5-2016","Brexit Business,Brexit Politics",1,77
19may2016,"19-5-2016","Brexit Immigration",1,77
19may2016,"19-5-2016","Brexit Other",1,77
19may2016,"19-5-2016","Brexit Politics",15,77
19may2016,"19-5-2016","Climate",29,77
19may2016,"19-5-2016","Climate,Brexit",18,77
19may2016,"19-5-2016","Other",5,77
20may2016,"20-5-2016","Brexit Business",7,76
20may2016,"20-5-2016","Brexit Business,Brexit Politics",3,76
20may2016,"20-5-2016","Brexit Immigration",1,76
20may2016,"20-5-2016","Brexit Other",5,76
20may2016,"20-5-2016","Brexit Politics",10,76
20may2016,"20-5-2016","Brexit Politics,Brexit Immigration",1,76
20may2016,"20-5-2016","Climate",29,76
20may2016,"20-5-2016","Climate,Brexit",15,76
20may2016,"20-5-2016","Other",5,76
21may2016,"21-5-2016","Brexit Business",5,49
21may2016,"21-5-2016","Brexit Business,Brexit Politics",2,49
21may2016,"21-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,49
21may2016,"21-5-2016","Brexit Other",3,49
21may2016,"21-5-2016","Brexit Politics",7,49
21may2016,"21-5-2016","Brexit Politics,Brexit Immigration",1,49
21may2016,"21-5-2016","Climate",18,49
21may2016,"21-5-2016","Climate,Brexit",9,49
21may2016,"21-5-2016","Other",3,49
22may2016,"22-5-2016","Brexit Business",3,72
22may2016,"22-5-2016","Brexit Business,Brexit Politics",5,72
22may2016,"22-5-2016","Brexit Other",3,72
22may2016,"22-5-2016","Brexit Politics",12,72
22may2016,"22-5-2016","Climate",31,72
22may2016,"22-5-2016","Climate,Brexit",11,72
22may2016,"22-5-2016","Other",7,72
23may2016,"23-5-2016","Brexit Business",12,81
23may2016,"23-5-2016","Brexit Business,Brexit Politics",8,81
23may2016,"23-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,81
23may2016,"23-5-2016","Brexit Other",2,81
23may2016,"23-5-2016","Brexit Politics",16,81
23may2016,"23-5-2016","Climate",18,81
23may2016,"23-5-2016","Climate,Brexit",21,81
23may2016,"23-5-2016","Other",3,81
24may2016,"24-5-2016","Brexit Business",9,97
24may2016,"24-5-2016","Brexit Business,Brexit Immigration",1,97
24may2016,"24-5-2016","Brexit Business,Brexit Politics",4,97
24may2016,"24-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,97
24may2016,"24-5-2016","Brexit Immigration",2,97
24may2016,"24-5-2016","Brexit Other",4,97
24may2016,"24-5-2016","Brexit Politics",12,97
24may2016,"24-5-2016","Climate",40,97
24may2016,"24-5-2016","Climate,Brexit",21,97
24may2016,"24-5-2016","Other",3,97
25may2016,"25-5-2016","Brexit Business",8,95
25may2016,"25-5-2016","Brexit Business,Brexit Immigration",1,95
25may2016,"25-5-2016","Brexit Business,Brexit Politics",7,95
25may2016,"25-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,95
25may2016,"25-5-2016","Brexit Other",6,95
25may2016,"25-5-2016","Brexit Politics",14,95
25may2016,"25-5-2016","Climate",36,95
25may2016,"25-5-2016","Climate,Brexit",15,95
25may2016,"25-5-2016","Other",7,95
26may2016,"26-5-2016","Brexit Business",6,115
26may2016,"26-5-2016","Brexit Business,Brexit Immigration",1,115
26may2016,"26-5-2016","Brexit Business,Brexit Politics",4,115
26may2016,"26-5-2016","Brexit Immigration",2,115
26may2016,"26-5-2016","Brexit Other",3,115
26may2016,"26-5-2016","Brexit Politics",23,115
26may2016,"26-5-2016","Climate",42,115
26may2016,"26-5-2016","Climate,Brexit",28,115
26may2016,"26-5-2016","Other",6,115
27may2016,"27-5-2016","Brexit Business",3,81
27may2016,"27-5-2016","Brexit Business,Brexit Immigration",1,81
27may2016,"27-5-2016","Brexit Business,Brexit Politics",9,81
27may2016,"27-5-2016","Brexit Immigration",2,81
27may2016,"27-5-2016","Brexit Other",4,81
27may2016,"27-5-2016","Brexit Politics",14,81
27may2016,"27-5-2016","Brexit Politics,Brexit Immigration",2,81
27may2016,"27-5-2016","Climate",30,81
27may2016,"27-5-2016","Climate,Brexit",15,81
27may2016,"27-5-2016","Other",1,81
28may2016,"28-5-2016","Brexit Business",4,50
28may2016,"28-5-2016","Brexit Business,Brexit Politics",3,50
28may2016,"28-5-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,50
28may2016,"28-5-2016","Brexit Other",2,50
28may2016,"28-5-2016","Brexit Politics",11,50
28may2016,"28-5-2016","Climate",22,50
28may2016,"28-5-2016","Climate,Brexit",4,50
28may2016,"28-5-2016","Other",3,50
29may2016,"29-5-2016","Brexit Business",6,76
29may2016,"29-5-2016","Brexit Business,Brexit Politics",5,76
29may2016,"29-5-2016","Brexit Other",2,76
29may2016,"29-5-2016","Brexit Politics",14,76
29may2016,"29-5-2016","Climate",28,76
29may2016,"29-5-2016","Climate,Brexit",19,76
29may2016,"29-5-2016","Other",2,76
30may2016,"30-5-2016","Brexit Business",2,72
30may2016,"30-5-2016","Brexit Business,Brexit Politics",2,72
30may2016,"30-5-2016","Brexit Other",2,72
30may2016,"30-5-2016","Brexit Politics",14,72
30may2016,"30-5-2016","Climate",29,72
30may2016,"30-5-2016","Climate,Brexit",20,72
30may2016,"30-5-2016","Other",3,72
31may2016,"31-5-2016","Brexit Business",4,100
31may2016,"31-5-2016","Brexit Business,Brexit Politics",4,100
31may2016,"31-5-2016","Brexit Immigration",1,100
31may2016,"31-5-2016","Brexit Other",6,100
31may2016,"31-5-2016","Brexit Politics",9,100
31may2016,"31-5-2016","Brexit Politics,Brexit Immigration",1,100
31may2016,"31-5-2016","Climate",51,100
31may2016,"31-5-2016","Climate,Brexit",16,100
31may2016,"31-5-2016","Other",8,100
01jun2016,"1-6-2016","Brexit Business",5,112
01jun2016,"1-6-2016","Brexit Business,Brexit Politics",4,112
01jun2016,"1-6-2016","Brexit Immigration",1,112
01jun2016,"1-6-2016","Brexit Other",2,112
01jun2016,"1-6-2016","Brexit Politics",17,112
01jun2016,"1-6-2016","Brexit Politics,Brexit Immigration",1,112
01jun2016,"1-6-2016","Climate",46,112
01jun2016,"1-6-2016","Climate,Brexit",29,112
01jun2016,"1-6-2016","Other",7,112
02jun2016,"2-6-2016","",1,101
02jun2016,"2-6-2016","Brexit Business",9,101
02jun2016,"2-6-2016","Brexit Business,Brexit Politics",3,101
02jun2016,"2-6-2016","Brexit Other",4,101
02jun2016,"2-6-2016","Brexit Politics",18,101
02jun2016,"2-6-2016","Brexit Politics,Brexit Immigration",1,101
02jun2016,"2-6-2016","Climate",33,101
02jun2016,"2-6-2016","Climate,Brexit",27,101
02jun2016,"2-6-2016","Other",5,101
03jun2016,"3-6-2016","Brexit Business",11,119
03jun2016,"3-6-2016","Brexit Business,Brexit Immigration",1,119
03jun2016,"3-6-2016","Brexit Business,Brexit Politics",9,119
03jun2016,"3-6-2016","Brexit Immigration",2,119
03jun2016,"3-6-2016","Brexit Other",1,119
03jun2016,"3-6-2016","Brexit Politics",27,119
03jun2016,"3-6-2016","Brexit Politics,Brexit Immigration",2,119
03jun2016,"3-6-2016","Climate",41,119
03jun2016,"3-6-2016","Climate,Brexit",20,119
03jun2016,"3-6-2016","Other",5,119
04jun2016,"4-6-2016","Brexit Business",4,63
04jun2016,"4-6-2016","Brexit Business,Brexit Politics",4,63
04jun2016,"4-6-2016","Brexit Immigration",1,63
04jun2016,"4-6-2016","Brexit Other",4,63
04jun2016,"4-6-2016","Brexit Politics",9,63
04jun2016,"4-6-2016","Climate",25,63
04jun2016,"4-6-2016","Climate,Brexit",14,63
04jun2016,"4-6-2016","Other",2,63
05jun2016,"5-6-2016","Brexit Business",3,63
05jun2016,"5-6-2016","Brexit Business,Brexit Politics",6,63
05jun2016,"5-6-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,63
05jun2016,"5-6-2016","Brexit Politics",17,63
05jun2016,"5-6-2016","Climate",27,63
05jun2016,"5-6-2016","Climate,Brexit",8,63
05jun2016,"5-6-2016","Other",1,63
06jun2016,"6-6-2016","Brexit Business",7,94
06jun2016,"6-6-2016","Brexit Business,Brexit Politics",5,94
06jun2016,"6-6-2016","Brexit Other",4,94
06jun2016,"6-6-2016","Brexit Politics",17,94
06jun2016,"6-6-2016","Climate",33,94
