date1,date,newspaper,headline_classification,stories,polarityheadline,subjectivityheadline,total_stories
25aug2016,"25-8-2016","Express","Other",15,-.03612795,.28071549,39
25aug2016,"25-8-2016","The Guardian","Other",1,.2,.4,1
25aug2016,"25-8-2016","The Independent","Brexit Business",2,-.25,.15,19
25aug2016,"25-8-2016","The Independent","Brexit Politics",3,.33333333,.46666667,19
25aug2016,"25-8-2016","The Independent","Climate",6,.0875,.37083333,19
25aug2016,"25-8-2016","The Independent","Climate,Brexit",2,-.03888889,.07222222,19
25aug2016,"25-8-2016","The Independent","Other",6,-.05,.31666667,19
25aug2016,"25-8-2016","The Times","Brexit Other",1,0,0,13
25aug2016,"25-8-2016","The Times","Climate",2,0,.25,13
25aug2016,"25-8-2016","The Times","Climate,Brexit",2,.05,.19166667,13
25aug2016,"25-8-2016","The Times","Other",8,-.02357955,.15994318,13
26aug2016,"26-8-2016","Daily Mail","Brexit Business",1,.2,.2,15
26aug2016,"26-8-2016","Daily Mail","Brexit Business,Brexit Politics",1,-.1,.2,15
26aug2016,"26-8-2016","Daily Mail","Brexit Other",1,.06818182,.22727273,15
26aug2016,"26-8-2016","Daily Mail","Climate",5,.01545455,.38468975,15
26aug2016,"26-8-2016","Daily Mail","Climate,Brexit",1,0,0,15
26aug2016,"26-8-2016","Daily Mail","Other",6,-.11517857,.57718254,15
26aug2016,"26-8-2016","Evening Standard","Brexit Other",1,0,0,6
26aug2016,"26-8-2016","Evening Standard","Climate",1,-.6,1,6
26aug2016,"26-8-2016","Evening Standard","Other",4,-.03636364,.29545455,6
26aug2016,"26-8-2016","Express","Brexit Business",1,0,0,31
26aug2016,"26-8-2016","Express","Brexit Other",4,.35,.5,31
26aug2016,"26-8-2016","Express","Brexit Politics",2,0,0,31
26aug2016,"26-8-2016","Express","Climate",7,.02402597,.28246753,31
26aug2016,"26-8-2016","Express","Climate,Brexit",2,.25,.25,31
26aug2016,"26-8-2016","Express","Other",15,.00224387,.18414622,31
26aug2016,"26-8-2016","The Guardian","Other",2,-.1,.2,2
26aug2016,"26-8-2016","The Independent","Brexit Business",3,.06161616,.31464646,10
26aug2016,"26-8-2016","The Independent","Brexit Immigration",1,-.8,.9,10
26aug2016,"26-8-2016","The Independent","Brexit Other",1,0,0,10
26aug2016,"26-8-2016","The Independent","Brexit Politics",1,0,0,10
26aug2016,"26-8-2016","The Independent","Climate",2,-.15,.75,10
26aug2016,"26-8-2016","The Independent","Climate,Brexit",1,.2,.2,10
26aug2016,"26-8-2016","The Independent","Other",1,0,0,10
26aug2016,"26-8-2016","The Times","Brexit Other",1,0,0,16
26aug2016,"26-8-2016","The Times","Brexit Politics",1,0,0,16
26aug2016,"26-8-2016","The Times","Climate",1,0,0,16
26aug2016,"26-8-2016","The Times","Other",13,.03076923,.06153846,16
27aug2016,"27-8-2016","Daily Mail","Brexit Other",1,-.7,.66666667,7
27aug2016,"27-8-2016","Daily Mail","Brexit Politics",1,.06851852,.12962963,7
27aug2016,"27-8-2016","Daily Mail","Climate",2,-.18181818,.47727273,7
27aug2016,"27-8-2016","Daily Mail","Climate,Brexit",1,0,0,7
27aug2016,"27-8-2016","Daily Mail","Other",2,-.27777778,.64444444,7
27aug2016,"27-8-2016","Evening Standard","Brexit Other",2,0,.25,2
27aug2016,"27-8-2016","Express","Brexit Other",1,0,0,11
27aug2016,"27-8-2016","Express","Brexit Politics",2,.13939394,.28686869,11
27aug2016,"27-8-2016","Express","Climate",1,.25,.25,11
27aug2016,"27-8-2016","Express","Other",7,-.00238095,.24166667,11
27aug2016,"27-8-2016","The Independent","Brexit Other",3,0,.35,7
27aug2016,"27-8-2016","The Independent","Brexit Politics",1,0,0,7
27aug2016,"27-8-2016","The Independent","Other",3,-.15151515,.32828283,7
27aug2016,"27-8-2016","The Times","Brexit Business",1,0,0,20
27aug2016,"27-8-2016","The Times","Brexit Other",2,0,.5,20
27aug2016,"27-8-2016","The Times","Brexit Politics",1,0,0,20
27aug2016,"27-8-2016","The Times","Climate",2,0,0,20
27aug2016,"27-8-2016","The Times","Other",14,-.00674603,.1484127,20
28aug2016,"28-8-2016","Daily Mail","Brexit Business",2,-.02207792,.3525974,14
28aug2016,"28-8-2016","Daily Mail","Brexit Other",1,0,.5,14
28aug2016,"28-8-2016","Daily Mail","Climate",6,.00477694,.46311448,14
28aug2016,"28-8-2016","Daily Mail","Other",5,.184329,.34625541,14
28aug2016,"28-8-2016","Evening Standard","Brexit Politics",1,0,0,1
28aug2016,"28-8-2016","Express","Brexit Other",4,-.02755682,.24147727,14
28aug2016,"28-8-2016","Express","Brexit Politics",2,.25,.75,14
28aug2016,"28-8-2016","Express","Climate",2,.4875,.55833333,14
28aug2016,"28-8-2016","Express","Climate,Brexit",2,.08333333,.19791667,14
28aug2016,"28-8-2016","Express","Other",4,0,0,14
28aug2016,"28-8-2016","The Guardian","Climate",1,-.3,.4,1
28aug2016,"28-8-2016","The Independent","Brexit Other",4,-.05208333,.553125,11
28aug2016,"28-8-2016","The Independent","Brexit Politics",2,0,0,11
28aug2016,"28-8-2016","The Independent","Other",5,.11666667,.34,11
28aug2016,"28-8-2016","The Times","Brexit Business",1,.425,.55,18
28aug2016,"28-8-2016","The Times","Brexit Other",4,.225,.1625,18
28aug2016,"28-8-2016","The Times","Other",13,.13296703,.17032967,18
29aug2016,"29-8-2016","Daily Mail","Brexit Business",1,.04166667,.13055556,9
29aug2016,"29-8-2016","Daily Mail","Brexit Other",1,-.25,.95,9
29aug2016,"29-8-2016","Daily Mail","Brexit Politics",1,-.33333333,.36666667,9
29aug2016,"29-8-2016","Daily Mail","Climate",2,.15,.275,9
29aug2016,"29-8-2016","Daily Mail","Climate,Brexit",1,.21212121,.34040404,9
29aug2016,"29-8-2016","Daily Mail","Other",3,.11423761,.3517797,9
29aug2016,"29-8-2016","Evening Standard","Climate",1,.15,.25,1
29aug2016,"29-8-2016","Express","Brexit Business",4,-.15649351,.29145022,27
29aug2016,"29-8-2016","Express","Brexit Other",6,-.05666667,.22333333,27
29aug2016,"29-8-2016","Express","Brexit Politics",3,-.04259259,.66481481,27
29aug2016,"29-8-2016","Express","Climate",2,.25,.25,27
29aug2016,"29-8-2016","Express","Climate,Brexit",1,-.1,.5,27
29aug2016,"29-8-2016","Express","Other",11,.08378099,.23608815,27
29aug2016,"29-8-2016","The Independent","Brexit Business,Brexit Politics",1,.0625,.5,11
29aug2016,"29-8-2016","The Independent","Brexit Other",3,.28333333,.53333333,11
29aug2016,"29-8-2016","The Independent","Climate",4,.0030303,.09204545,11
29aug2016,"29-8-2016","The Independent","Other",3,0,0,11
29aug2016,"29-8-2016","The Times","Brexit Other",2,0,0,17
29aug2016,"29-8-2016","The Times","Other",15,.0054899,.13476263,17
30aug2016,"30-8-2016","Daily Mail","Brexit Business",1,.06666667,.33333333,18
30aug2016,"30-8-2016","Daily Mail","Brexit Business,Brexit Politics",2,-.02850379,.60217803,18
30aug2016,"30-8-2016","Daily Mail","Brexit Other",3,.23690476,.36190476,18
30aug2016,"30-8-2016","Daily Mail","Brexit Politics",2,.07083333,.50416667,18
30aug2016,"30-8-2016","Daily Mail","Brexit Politics,Brexit Immigration",1,.25,.75,18
30aug2016,"30-8-2016","Daily Mail","Climate",4,.03409091,.23863636,18
30aug2016,"30-8-2016","Daily Mail","Other",5,.01263889,.54625,18
30aug2016,"30-8-2016","Evening Standard","Brexit Other",2,0,0,5
30aug2016,"30-8-2016","Evening Standard","Brexit Politics",1,0,0,5
30aug2016,"30-8-2016","Evening Standard","Climate",1,0,.5,5
30aug2016,"30-8-2016","Evening Standard","Other",1,0,0,5
30aug2016,"30-8-2016","Express","Brexit Business",3,-.02380952,.27142857,44
30aug2016,"30-8-2016","Express","Brexit Business,Brexit Politics",1,.25,.25,44
30aug2016,"30-8-2016","Express","Brexit Immigration",3,-.06893939,.38409091,44
30aug2016,"30-8-2016","Express","Brexit Other",13,.01974359,.33730769,44
30aug2016,"30-8-2016","Express","Brexit Politics",3,.11111111,.08888889,44
30aug2016,"30-8-2016","Express","Climate",2,-.1,0,44
30aug2016,"30-8-2016","Express","Climate,Brexit",1,-.31666667,.3,44
30aug2016,"30-8-2016","Express","Other",18,-.08356481,.14845679,44
30aug2016,"30-8-2016","The Guardian","Climate",1,.41363636,.77272727,2
30aug2016,"30-8-2016","The Guardian","Other",1,-.23611111,.29444444,2
30aug2016,"30-8-2016","The Independent","Brexit Business",2,.14123377,.39220779,23
30aug2016,"30-8-2016","The Independent","Brexit Business,Brexit Politics",1,-.2,.4,23
30aug2016,"30-8-2016","The Independent","Brexit Immigration",1,.28571429,.53571429,23
30aug2016,"30-8-2016","The Independent","Brexit Other",3,0,0,23
30aug2016,"30-8-2016","The Independent","Brexit Politics",4,.01875,.19375,23
30aug2016,"30-8-2016","The Independent","Climate",4,-.16388889,.19722222,23
30aug2016,"30-8-2016","The Independent","Other",8,.04914773,.23465909,23
30aug2016,"30-8-2016","The Times","Brexit Other",4,0,0,29
30aug2016,"30-8-2016","The Times","Climate",5,.02,.02,29
30aug2016,"30-8-2016","The Times","Other",20,.02388889,.17402778,29
31aug2016,"31-8-2016","Daily Mail","Brexit Business",1,0,0,24
31aug2016,"31-8-2016","Daily Mail","Brexit Business,Brexit Politics",1,0,.25,24
31aug2016,"31-8-2016","Daily Mail","Brexit Immigration",1,0,0,24
31aug2016,"31-8-2016","Daily Mail","Brexit Other",2,.15,.21666667,24
31aug2016,"31-8-2016","Daily Mail","Brexit Politics",5,.07380952,.3047619,24
31aug2016,"31-8-2016","Daily Mail","Climate",6,.16556187,.43728956,24
31aug2016,"31-8-2016","Daily Mail","Climate,Brexit",1,0,0,24
31aug2016,"31-8-2016","Daily Mail","Other",7,-.04478355,.13984848,24
31aug2016,"31-8-2016","Evening Standard","Brexit Business",1,0,0,5
31aug2016,"31-8-2016","Evening Standard","Brexit Other",1,-.8,.9,5
31aug2016,"31-8-2016","Evening Standard","Brexit Politics",1,0,0,5
31aug2016,"31-8-2016","Evening Standard","Climate",1,0,0,5
31aug2016,"31-8-2016","Evening Standard","Other",1,.1,.2,5
31aug2016,"31-8-2016","Express","Brexit Immigration",1,0,0,38
31aug2016,"31-8-2016","Express","Brexit Other",11,-.07892562,.29524793,38
31aug2016,"31-8-2016","Express","Brexit Politics",4,.1375,.25,38
31aug2016,"31-8-2016","Express","Climate",5,.28107143,.52607143,38
31aug2016,"31-8-2016","Express","Climate,Brexit",2,.175,.2875,38
31aug2016,"31-8-2016","Express","Other",15,.02902778,.16777778,38
31aug2016,"31-8-2016","The Guardian","Brexit Other",1,0,0,1
31aug2016,"31-8-2016","The Independent","Brexit Business",1,0,0,15
31aug2016,"31-8-2016","The Independent","Brexit Other",4,-.1625,.325,15
31aug2016,"31-8-2016","The Independent","Brexit Politics",2,0,0,15
31aug2016,"31-8-2016","The Independent","Climate",5,-.09636364,.37212121,15
31aug2016,"31-8-2016","The Independent","Other",3,-.13333333,.2,15
31aug2016,"31-8-2016","The Times","Brexit Immigration",1,0,0,25
31aug2016,"31-8-2016","The Times","Climate",6,-.08333333,.34166667,25
31aug2016,"31-8-2016","The Times","Other",18,.05400673,.11619529,25
01sep2016,"1-9-2016","Daily Mail","Brexit Business",1,0,0,27
01sep2016,"1-9-2016","Daily Mail","Brexit Business,Brexit Immigration",1,-.1,.05,27
01sep2016,"1-9-2016","Daily Mail","Brexit Business,Brexit Politics",1,-.23809524,.47857143,27
01sep2016,"1-9-2016","Daily Mail","Brexit Other",1,0,1,27
01sep2016,"1-9-2016","Daily Mail","Brexit Politics",4,-.03125,.03958333,27
01sep2016,"1-9-2016","Daily Mail","Brexit Politics,Brexit Immigration",1,.25,.25,27
01sep2016,"1-9-2016","Daily Mail","Climate",10,.00787037,.33402778,27
01sep2016,"1-9-2016","Daily Mail","Other",8,.10247565,.2828869,27
01sep2016,"1-9-2016","Evening Standard","Brexit Immigration",1,.8,.4,7
01sep2016,"1-9-2016","Evening Standard","Brexit Politics",2,-.25,.30833333,7
01sep2016,"1-9-2016","Evening Standard","Climate",1,0,0,7
01sep2016,"1-9-2016","Evening Standard","Other",3,-.03333333,.475,7
01sep2016,"1-9-2016","Express","Brexit Business",2,-.3,.45,46
01sep2016,"1-9-2016","Express","Brexit Business,Brexit Politics",1,-.26666667,.55,46
01sep2016,"1-9-2016","Express","Brexit Immigration",2,0,0,46
01sep2016,"1-9-2016","Express","Brexit Other",7,-.13571429,.31190476,46
01sep2016,"1-9-2016","Express","Brexit Politics",6,.1,.16666667,46
01sep2016,"1-9-2016","Express","Climate",6,.10833333,.4875,46
01sep2016,"1-9-2016","Express","Climate,Brexit",2,.325,.575,46
01sep2016,"1-9-2016","Express","Other",20,-.06843434,.25290404,46
01sep2016,"1-9-2016","The Guardian","Brexit Other",1,0,0,4
01sep2016,"1-9-2016","The Guardian","Climate,Brexit",1,.2,.1,4
01sep2016,"1-9-2016","The Guardian","Other",2,.2,.3,4
01sep2016,"1-9-2016","The Independent","Brexit Business",2,.33809524,.63571429,25
01sep2016,"1-9-2016","The Independent","Brexit Other",2,-.25,.5,25
01sep2016,"1-9-2016","The Independent","Brexit Politics",3,0,.03333333,25
01sep2016,"1-9-2016","The Independent","Climate",11,-.09318182,.31136364,25
01sep2016,"1-9-2016","The Independent","Other",7,-.01474954,.25355597,25
01sep2016,"1-9-2016","The Times","Brexit Other",5,0,0,25
01sep2016,"1-9-2016","The Times","Climate",4,-.07574405,.42842262,25
01sep2016,"1-9-2016","The Times","Climate,Brexit",1,0,0,25
01sep2016,"1-9-2016","The Times","Other",15,-.00742424,.22984848,25
02sep2016,"2-9-2016","Daily Mail","Brexit Other",1,.5,.5,18
02sep2016,"2-9-2016","Daily Mail","Brexit Politics",1,.1,.2,18
02sep2016,"2-9-2016","Daily Mail","Climate",7,.11666667,.4797619,18
02sep2016,"2-9-2016","Daily Mail","Climate,Brexit",1,.4,.5,18
02sep2016,"2-9-2016","Daily Mail","Other",8,-.09010022,.36514625,18
02sep2016,"2-9-2016","Evening Standard","Climate",1,.1,.1,4
02sep2016,"2-9-2016","Evening Standard","Other",3,.08148148,.21296296,4
02sep2016,"2-9-2016","Express","Brexit Business",2,-.375,.375,41
02sep2016,"2-9-2016","Express","Brexit Immigration",1,.25,.25,41
02sep2016,"2-9-2016","Express","Brexit Other",5,-.05,.59,41
02sep2016,"2-9-2016","Express","Brexit Politics",4,0,.25,41
02sep2016,"2-9-2016","Express","Climate",6,.03333333,.15833333,41
02sep2016,"2-9-2016","Express","Climate,Brexit",2,-.05,.075,41
02sep2016,"2-9-2016","Express","Other",21,-.07267316,.24724026,41
02sep2016,"2-9-2016","The Guardian","Other",1,-.26785714,.34732143,1
02sep2016,"2-9-2016","The Independent","Brexit Other",2,.21875,.70694444,13
02sep2016,"2-9-2016","The Independent","Brexit Politics",2,0,0,13
02sep2016,"2-9-2016","The Independent","Climate",2,.15,.1,13
02sep2016,"2-9-2016","The Independent","Climate,Brexit",3,.05,.3,13
02sep2016,"2-9-2016","The Independent","Other",4,.00871212,.16098485,13
02sep2016,"2-9-2016","The Times","Brexit Other",4,0,.075,28
02sep2016,"2-9-2016","The Times","Brexit Politics",1,0,0,28
02sep2016,"2-9-2016","The Times","Climate",4,.2125,.25,28
02sep2016,"2-9-2016","The Times","Climate,Brexit",1,0,0,28
02sep2016,"2-9-2016","The Times","Other",18,.06035354,.16296296,28
03sep2016,"3-9-2016","Daily Mail","Brexit Business,Brexit Politics",1,-.11349206,.2515873,9
03sep2016,"3-9-2016","Daily Mail","Brexit Other",2,-.15,.325,9
03sep2016,"3-9-2016","Daily Mail","Climate",3,.21180556,.42708333,9
03sep2016,"3-9-2016","Daily Mail","Other",3,.13333333,.40416667,9
03sep2016,"3-9-2016","Evening Standard","Brexit Other",2,0,0,3
03sep2016,"3-9-2016","Evening Standard","Other",1,.15,.45,3
03sep2016,"3-9-2016","Express","Brexit Business,Brexit Politics",1,-.03571429,.10714286,21
03sep2016,"3-9-2016","Express","Brexit Immigration",1,0,.3,21
03sep2016,"3-9-2016","Express","Brexit Other",5,-.085,.36333333,21
03sep2016,"3-9-2016","Express","Brexit Politics",4,.10885417,.23975694,21
03sep2016,"3-9-2016","Express","Climate",2,0,0,21
03sep2016,"3-9-2016","Express","Climate,Brexit",2,0,0,21
03sep2016,"3-9-2016","Express","Other",6,-.08009259,.16759259,21
03sep2016,"3-9-2016","The Guardian","Other",1,0,.125,1
03sep2016,"3-9-2016","The Independent","Brexit Politics",1,.3,.5,9
03sep2016,"3-9-2016","The Independent","Climate",4,.1140625,.3203125,9
03sep2016,"3-9-2016","The Independent","Climate,Brexit",2,-.1,.15,9
03sep2016,"3-9-2016","The Independent","Other",2,-.25,.5,9
03sep2016,"3-9-2016","The Times","Brexit Other",3,0,0,24
03sep2016,"3-9-2016","The Times","Brexit Politics",1,0,0,24
03sep2016,"3-9-2016","The Times","Climate",4,0,0,24
03sep2016,"3-9-2016","The Times","Other",16,.08977273,.11278409,24
04sep2016,"4-9-2016","Daily Mail","Brexit Business",1,-.5,.9,19
04sep2016,"4-9-2016","Daily Mail","Brexit Business,Brexit Politics",1,0,.06666667,19
04sep2016,"4-9-2016","Daily Mail","Brexit Immigration",2,.25,.275,19
04sep2016,"4-9-2016","Daily Mail","Brexit Other",3,.02619048,.29246032,19
04sep2016,"4-9-2016","Daily Mail","Brexit Politics",2,.01608947,.51482684,19
04sep2016,"4-9-2016","Daily Mail","Climate",5,-.14555556,.19888889,19
04sep2016,"4-9-2016","Daily Mail","Climate,Brexit",1,0,0,19
04sep2016,"4-9-2016","Daily Mail","Other",4,.025,.09583333,19
04sep2016,"4-9-2016","Evening Standard","Brexit Other",1,.13636364,.45454545,4
04sep2016,"4-9-2016","Evening Standard","Brexit Politics",1,0,0,4
04sep2016,"4-9-2016","Evening Standard","Other",2,.05,.3,4
04sep2016,"4-9-2016","Express","Brexit Business",3,-.0962963,.4037037,25
04sep2016,"4-9-2016","Express","Brexit Other",6,.01458333,.14097222,25
04sep2016,"4-9-2016","Express","Brexit Politics",1,0,0,25
04sep2016,"4-9-2016","Express","Climate",2,0,0,25
04sep2016,"4-9-2016","Express","Climate,Brexit",1,0,0,25
04sep2016,"4-9-2016","Express","Other",12,-.03564815,.22407407,25
04sep2016,"4-9-2016","The Guardian","Other",2,.13636364,.45454545,2
04sep2016,"4-9-2016","The Independent","Brexit Other",2,0,0,8
04sep2016,"4-9-2016","The Independent","Climate",2,-.05,.75,8
04sep2016,"4-9-2016","The Independent","Climate,Brexit",2,.325,.35416667,8
04sep2016,"4-9-2016","The Independent","Other",2,.325,.35,8
04sep2016,"4-9-2016","The Times","Brexit Other",4,.025,0,25
04sep2016,"4-9-2016","The Times","Climate",2,0,0,25
04sep2016,"4-9-2016","The Times","Climate,Brexit",1,0,0,25
04sep2016,"4-9-2016","The Times","Other",18,-.01742424,.17617845,25
05sep2016,"5-9-2016","Daily Mail","Brexit Business",1,0,0,19
05sep2016,"5-9-2016","Daily Mail","Brexit Other",1,0,0,19
05sep2016,"5-9-2016","Daily Mail","Brexit Politics",4,.15625,.19791667,19
05sep2016,"5-9-2016","Daily Mail","Brexit Politics,Brexit Immigration",1,.5,.5,19
05sep2016,"5-9-2016","Daily Mail","Climate",2,.02142857,.05238095,19
05sep2016,"5-9-2016","Daily Mail","Climate,Brexit",1,.21103896,.49512987,19
05sep2016,"5-9-2016","Daily Mail","Other",9,.1031893,.47103909,19
05sep2016,"5-9-2016","Evening Standard","Brexit Immigration",1,-.4125,.5125,7
05sep2016,"5-9-2016","Evening Standard","Brexit Other",4,-.02840909,.23863636,7
05sep2016,"5-9-2016","Evening Standard","Brexit Politics",1,0,0,7
05sep2016,"5-9-2016","Evening Standard","Other",1,-.125,.125,7
05sep2016,"5-9-2016","Express","Brexit Business",1,0,.3,45
05sep2016,"5-9-2016","Express","Brexit Immigration",2,0,0,45
05sep2016,"5-9-2016","Express","Brexit Other",7,.11041667,.27261905,45
05sep2016,"5-9-2016","Express","Brexit Politics",4,.06931818,.56136364,45
05sep2016,"5-9-2016","Express","Climate",7,.09047619,.41111111,45
05sep2016,"5-9-2016","Express","Climate,Brexit",4,-.05833333,.23333333,45
05sep2016,"5-9-2016","Express","Other",20,-.04066667,.21958333,45
05sep2016,"5-9-2016","The Guardian","Brexit Other",1,.21666667,.41666667,2
05sep2016,"5-9-2016","The Guardian","Other",1,-.7,.2,2
05sep2016,"5-9-2016","The Independent","Brexit Politics",1,0,0,3
05sep2016,"5-9-2016","The Independent","Other",2,-.25,.15,3
05sep2016,"5-9-2016","The Times","Brexit Business",2,0,0,24
05sep2016,"5-9-2016","The Times","Brexit Other",1,0,0,24
05sep2016,"5-9-2016","The Times","Brexit Politics",1,0,0,24
05sep2016,"5-9-2016","The Times","Climate",2,-.4,.2,24
05sep2016,"5-9-2016","The Times","Other",18,-.00555556,.13888889,24
06sep2016,"6-9-2016","Daily Mail","Brexit Business",2,0,.7,11
06sep2016,"6-9-2016","Daily Mail","Climate",2,.03333333,.29583333,11
06sep2016,"6-9-2016","Daily Mail","Climate,Brexit",2,-.03401876,.22238456,11
06sep2016,"6-9-2016","Daily Mail","Other",5,-.04033333,.40783333,11
06sep2016,"6-9-2016","Evening Standard","Brexit Other",1,.8,.75,7
06sep2016,"6-9-2016","Evening Standard","Brexit Politics",2,.07222222,.16666667,7
06sep2016,"6-9-2016","Evening Standard","Climate",1,0,0,7
06sep2016,"6-9-2016","Evening Standard","Climate,Brexit",1,0,0,7
06sep2016,"6-9-2016","Evening Standard","Other",2,-.08333333,.21666667,7
06sep2016,"6-9-2016","Express","Brexit Business",1,-.2,.4,38
06sep2016,"6-9-2016","Express","Brexit Other",9,-.01481481,.2212963,38
06sep2016,"6-9-2016","Express","Brexit Politics",5,-.03888889,.05777778,38
06sep2016,"6-9-2016","Express","Brexit Politics,Brexit Immigration",1,0,0,38
06sep2016,"6-9-2016","Express","Climate",2,-.08055556,.18055556,38
06sep2016,"6-9-2016","Express","Other",20,-.00109848,.26981061,38
06sep2016,"6-9-2016","The Independent","Brexit Business,Brexit Politics",1,-.07142857,.21428571,9
06sep2016,"6-9-2016","The Independent","Brexit Other",2,.25,.45,9
06sep2016,"6-9-2016","The Independent","Brexit Politics",1,0,0,9
06sep2016,"6-9-2016","The Independent","Climate",1,.425,.525,9
06sep2016,"6-9-2016","The Independent","Other",4,.06875,.24166667,9
06sep2016,"6-9-2016","The Times","Brexit Business",1,0,0,33
06sep2016,"6-9-2016","The Times","Brexit Other",2,0,0,33
06sep2016,"6-9-2016","The Times","Brexit Politics",1,0,0,33
06sep2016,"6-9-2016","The Times","Climate",4,-.00833333,.25,33
06sep2016,"6-9-2016","The Times","Climate,Brexit",1,0,0,33
06sep2016,"6-9-2016","The Times","Other",24,.05326178,.21512747,33
07sep2016,"7-9-2016","Daily Mail","Brexit Business",1,-.13333333,.13333333,19
07sep2016,"7-9-2016","Daily Mail","Brexit Business,Brexit Politics",1,-.275,.7,19
07sep2016,"7-9-2016","Daily Mail","Brexit Other",2,.128125,.25,19
07sep2016,"7-9-2016","Daily Mail","Brexit Politics",2,-.03125,.14375,19
07sep2016,"7-9-2016","Daily Mail","Climate",3,-.22373737,.47828283,19
07sep2016,"7-9-2016","Daily Mail","Climate,Brexit",2,.23170319,.50318062,19
07sep2016,"7-9-2016","Daily Mail","Other",8,-.02069129,.32443182,19
07sep2016,"7-9-2016","Evening Standard","Brexit Other",2,.2,.35,9
07sep2016,"7-9-2016","Evening Standard","Climate",1,0,0,9
07sep2016,"7-9-2016","Evening Standard","Other",6,.50833333,.5,9
07sep2016,"7-9-2016","Express","Brexit Business",2,-.05674603,.12579365,50
07sep2016,"7-9-2016","Express","Brexit Business,Brexit Immigration",1,.13928571,.38214286,50
07sep2016,"7-9-2016","Express","Brexit Business,Brexit Politics",1,0,0,50
07sep2016,"7-9-2016","Express","Brexit Immigration",1,0,0,50
07sep2016,"7-9-2016","Express","Brexit Other",11,-.12128099,.27665289,50
07sep2016,"7-9-2016","Express","Brexit Politics",2,.25,.25,50
07sep2016,"7-9-2016","Express","Brexit Politics,Brexit Immigration",1,.5,.5,50
07sep2016,"7-9-2016","Express","Climate",11,-.07626263,.21363636,50
07sep2016,"7-9-2016","Express","Climate,Brexit",1,.325,.56666667,50
07sep2016,"7-9-2016","Express","Other",19,.22443229,.46301644,50
07sep2016,"7-9-2016","The Guardian","Other",2,.02353896,.2987013,2
07sep2016,"7-9-2016","The Independent","Brexit Business",4,-.04724026,.32410714,18
07sep2016,"7-9-2016","The Independent","Brexit Business,Brexit Politics",1,-.02380952,.07142857,18
07sep2016,"7-9-2016","The Independent","Brexit Other",3,.28333333,.48333333,18
07sep2016,"7-9-2016","The Independent","Brexit Politics",1,-.8,.9,18
07sep2016,"7-9-2016","The Independent","Climate",2,0,.15625,18
07sep2016,"7-9-2016","The Independent","Other",7,.10619048,.36761905,18
07sep2016,"7-9-2016","The Times","Brexit Other",4,-.046875,.375,18
07sep2016,"7-9-2016","The Times","Climate",1,.4,.7,18
07sep2016,"7-9-2016","The Times","Other",13,.06486014,.15402098,18
08sep2016,"8-9-2016","Daily Mail","Brexit Business",3,.03312169,.30928571,19
08sep2016,"8-9-2016","Daily Mail","Brexit Politics",4,.0625,.34166667,19
08sep2016,"8-9-2016","Daily Mail","Climate",3,.03680556,.30763889,19
08sep2016,"8-9-2016","Daily Mail","Climate,Brexit",2,.15,.2,19
08sep2016,"8-9-2016","Daily Mail","Other",7,.12510823,.39401154,19
08sep2016,"8-9-2016","Evening Standard","Other",3,0,0,3
08sep2016,"8-9-2016","Express","Brexit Business",3,.18333333,.4,34
08sep2016,"8-9-2016","Express","Brexit Immigration",2,-.175,.45,34
08sep2016,"8-9-2016","Express","Brexit Other",6,-.03571429,.25595238,34
08sep2016,"8-9-2016","Express","Brexit Politics",3,-.18333333,.45,34
08sep2016,"8-9-2016","Express","Climate",2,-.09375,.328125,34
08sep2016,"8-9-2016","Express","Climate,Brexit",1,-.07142857,.21428571,34
08sep2016,"8-9-2016","Express","Other",17,-.01008403,.31554622,34
08sep2016,"8-9-2016","The Guardian","Brexit Business",1,0,0,4
08sep2016,"8-9-2016","The Guardian","Brexit Other",1,-.5,1,4
08sep2016,"8-9-2016","The Guardian","Other",2,0,.03333333,4
08sep2016,"8-9-2016","The Independent","Brexit Business",4,.04886364,.30037879,18
08sep2016,"8-9-2016","The Independent","Brexit Business,Brexit Politics",1,0,.06666667,18
08sep2016,"8-9-2016","The Independent","Brexit Other",1,0,1,18
08sep2016,"8-9-2016","The Independent","Brexit Politics",2,-.125,.66666667,18
08sep2016,"8-9-2016","The Independent","Climate",2,.225,.325,18
08sep2016,"8-9-2016","The Independent","Climate,Brexit",1,0,0,18
08sep2016,"8-9-2016","The Independent","Other",7,.15765306,.27772109,18
08sep2016,"8-9-2016","The Times","Brexit Business",1,0,0,27
08sep2016,"8-9-2016","The Times","Brexit Immigration",1,0,0,27
08sep2016,"8-9-2016","The Times","Brexit Other",5,-.06,.04,27
08sep2016,"8-9-2016","The Times","Brexit Politics",1,0,0,27
08sep2016,"8-9-2016","The Times","Climate",2,0,0,27
08sep2016,"8-9-2016","The Times","Climate,Brexit",1,0,0,27
08sep2016,"8-9-2016","The Times","Other",16,.05091811,.15951209,27
09sep2016,"9-9-2016","Daily Mail","Brexit Other",3,.36111111,.31527778,13
09sep2016,"9-9-2016","Daily Mail","Brexit Politics",1,-.1,.3,13
09sep2016,"9-9-2016","Daily Mail","Climate",3,.28333333,.41111111,13
09sep2016,"9-9-2016","Daily Mail","Climate,Brexit",2,.35,.45,13
09sep2016,"9-9-2016","Daily Mail","Other",4,.12784091,.52916667,13
09sep2016,"9-9-2016","Evening Standard","Brexit Business",1,0,.5,2
