date,headline,newspaper,classification,brexit
22-7-2016,NATO MUST act on Gibraltar: MPs demand CRACKDOWN on ‘provocative’ Spain exploiting Brexit,Express,Brexit,Other
22-7-2016,Now look who's pro-Brexit! Sadiq Khan SLAMS calls for second EU referendum ,Express,Brexit,Other
22-7-2016,"Fears that Brexit vote will damage Britain’s economy are OVERBLOWN, EU bank boss declares",Express,Brexit,Other
22-7-2016,Calais mayor invites UK businesses to move to FRANCE after Brexit… in BRITISH newspaper,Express,Brexit,Other
22-7-2016,British Airways flight forced to make emergency landing after cannabis smell fills cabin,Express,Brexit,Other
22-7-2016,Britain BOOMS after EU vote: Ignore the doom-mongers…it’s good news all round,Express,Brexit,Other
22-7-2016,‘We’re in trouble big time’ Gordon Ramsay slams ‘embarrassing’ Brexit chaos,Express,Brexit,Other
22-7-2016,Bright colours and wild flowers LEAD the way at the RHS British Flower Show Tatton Park,Express,Brexit,Other
22-7-2016,"After Brexit vote, confidence is key to the UK’s economic future ",Express,Brexit,Other
22-7-2016,The sun's out - pack the sandwiches and head to these 10 great British picnic hotspots ,Express,Brexit,Other
22-7-2016,'It's interesting to see' Great British Sewing Bee praised for making hobby 'fashionable',Express,Brexit,Other
22-7-2016,Last night's TV reviewed: The Refugee Camp and A British Crime Story,Express,Brexit,Immigration
22-7-2016,Will our economy recover and what will Brexit do the British economy?,Express,Brexit,Other
23-7-2016,Boris Johnson warned Brexit Britain will not accept ANY compromise on migration controls,Express,Brexit,Other
23-7-2016,End of a British retail icon as all BHS stores to close within a month - 5000 jobs lost,Express,Brexit,Other
23-7-2016,"Economic prospects will only get better after our EU exit, economists say ",Express,Brexit,Other
23-7-2016,"Britain's economy will be STRONGER after Brexit, business leaders confirm ",Express,Brexit,Other
23-7-2016,Article 50 was designed 'NEVER to be used' - says the man who wrote the EU divorce clause,Express,Brexit,Other
23-7-2016,British builder who sold his house to fight ISIS in Syria tells of life on the frontline,Express,Brexit,Other
23-7-2016,Exclusive: British legend Steve Backley wants Russia to compete at the Rio Olympics,Express,Brexit,Other
24-7-2016,Double stabbing outside Subway in British seaside town sparks manhunt,Express,Brexit,Other
24-7-2016,Fury as US-based Scottish luvvy actor Alan Cumming blames Brexit on ‘STUPID ENGLISH’,Express,Brexit,Other
24-7-2016,British man falls to his death in from Ibiza apartment block,Express,Brexit,Other
24-7-2016,"Theresa May WILL slash EU migrant numbers after Brexit, Tory chairman vows",Express,Brexit,Immigration
24-7-2016,BRITISH BEACH WARNING: Swarms of deadly JELLYFISH heading to UK waters,Express,Brexit,Other
24-7-2016,Bitter Brussels bloc 'to BAN British students from foreign exchange study after Brexit',Express,Brexit,Other
24-7-2016,G20 chiefs urge EU to remain a 'close partner' with Britain for the sake of global economy,Express,Brexit,Other
24-7-2016,"‘Brexit will be battle of the brains', says David Davis",Express,Brexit,Other
24-7-2016,Calls to slash corporation tax to 10% to help post-Brexit Britain boom,Express,Brexit,Other
24-7-2016,G20 nations pledge to ‘boost confidence and promote growth’ after Brexit shockwaves,Express,Brexit,Other
24-7-2016,Is Dover chaos spiteful France's Brexit revenge?,Express,Brexit,Other
24-7-2016,"Brexit Britain MUST expand Heathrow airport, says Geoff Ho ",Express,Brexit,Other
24-7-2016,The UK economy is shaken but remains robust in the wake of Brexit ,Express,Brexit,Other
25-7-2016,Nigel Farage warns of 'HUGE change' in Britain if May CANNOT negotiate Brexit properly,Express,Brexit,Other
25-7-2016,BREXIT BOOM: UK business deals up by 800 PER CENT in month following EU Referendum,Express,Brexit,Other
25-7-2016,Steven Woolfe calls for Government to respect Brexit wishes of the 17.4m Britons,Express,Brexit,Other
25-7-2016,Brexit vote brings rate-cut bonanza for borrowers,Express,Brexit,Other
25-7-2016,Ban WHALING or no trade with UK: May urged Brexit negotiation to win war on WHALE SLAUGTER,Express,Brexit,Other
25-7-2016,Yet ANOTHER major gadget manufacturer is using Brexit to justify a price hike,Express,Brexit,Other
25-7-2016,Sturgeon: I’ll keep EU free movement for Scotland INSIDE the UK & we won’t need borders,Express,Brexit,Other
25-7-2016,‘We warned Brexit would have consequences’ – Calais politician as Brits queue for TWO DAYS,Express,Brexit,Other
25-7-2016,Sturgeon MOCKED over EU stance: ‘SNP has lost ANY NOTION of what independence is’ ,Express,Brexit,Other
25-7-2016,What doom and gloom? More than HALF of private investors 'are HAPPY with Brexit vote',Express,Brexit,Other
25-7-2016,Theresa May to rule out return of border checks as she arrives in Belfast for Brexit talks,Express,Brexit,Other
25-7-2016,German business morale FALLS after Brexit vote,Express,Brexit,Other
25-7-2016,BREXIT BOOM: Now CHINA wants free-trade deal with Britain after vote to quit EU,Express,Brexit,Other
25-7-2016,MAPPED: The EU countries being taken to court by Brussels bureaucrats for BREAKING EU LAW,Express,Brexit,Other
25-7-2016,Gloomy Chancellor warns Brexit has cast a 'shadow' over economy – despite China talks,Express,Brexit,Other
25-7-2016,Katie Hopkins slams 'liberal elites' as she compares Donald Trump to Brexit,Express,Brexit,Other
25-7-2016,Donald Trump slams EU as crony organisation designed to 'compete with the US',Express,Brexit,Other
25-7-2016,Revenge for Brexit? Dover travellers stranded until MONDAY - blamed on sore-loser French,Express,Brexit,Other
25-7-2016,"With friends like Brussels, who needs enemies? EU to fine Greece for saving ship builders",Express,Brexit,Other
25-7-2016,Viewers BLAST 'woeful' Countryfile for pushing 'BBC's anti-Brexit politics',Express,Brexit,Other
25-7-2016,Death in Paradise star Ben Miller reveals he feels ‘slightly sheepish’ over Brexit ,Express,Brexit,Other
25-7-2016,"Turkey is in NO position to join EU any time soon after failed coup, blasts Juncker",Express,Brexit,Other
25-7-2016,Brussels deal keeping Britain from being fully independent of EU sparked fury,Express,Brexit,Other
25-7-2016,Share hunter: Strong ARM may benefit from Brexit shake-up,Express,Brexit,Other
25-7-2016,Chris Froome wins the Tour de France: Alasdair Fotheringham pays tribute to British hero,Express,Brexit,Other
25-7-2016,Shane Byrne and Michael Laverty share wins at British Superbike Championship at Thruxton,Express,Brexit,Other
26-7-2016,Boris Johnson urged to save British mother-of-one held in Iranian jail for 100 days ,Express,Brexit,Other
26-7-2016,British tourist dies after falling from balcony of holiday apartment in Algarve,Express,Brexit,Other
26-7-2016,REVEALED: Has Brexit made your shopping basket CHEAPER?,Express,Brexit,Other
26-7-2016,British Scout aged 12 collapses and dies during Finnish summer camp trip,Express,Brexit,Other
26-7-2016,Liam Fox says 'Britain could trigger Brexit divorce talks NEXT YEAR',Express,Brexit,Other
26-7-2016,Another Brexit scare proved WRONG: Northern Irish peace process will NOT be damaged,Express,Brexit,Other
26-7-2016,SUPERSTATE OR OBLIVION: 'Unsustainable' EU told to merge or die by leading credit agency,Express,Brexit,Other
26-7-2016,Brexit champion Andrea Leadsom ‘isn’t packing up her interest in being PM’ says key ally,Express,Brexit,Other
26-7-2016,WATCH: Can you believe THIS black SNAKE was found in a British garden?,Express,Brexit,Other
26-7-2016,"British-Iraqi man masterminded mass people-smuggling network, court hears",Express,Brexit,Other
26-7-2016,Shameless house hunters using BREXIT as excuse to demand huge price drops,Express,Brexit,Other
26-7-2016,"Brexit will NOT destroy UK’s world class science, says minister Jo Johnson",Express,Brexit,Other
26-7-2016,Calls for British Council boss who blasted Prince George on Facebook post to be sacked,Express,Brexit,Other
26-7-2016,'I don't know where to start' Remainer moans about the 'car crash' effects of Brexit,Express,Brexit,Other
26-7-2016,"British beauty who died on Pakistan holiday was 'honour killing' victim, husband claims ",Express,Brexit,Other
26-7-2016,Year of the peony! British flower sales up 70 PER CENT this summer,Express,Brexit,Other
26-7-2016,"Scotland independence is INEVITABLE if Sturgeon fails to block Brexit, Alex Salmond warns",Express,Brexit,Other
26-7-2016,"Anger at EU deal to STOP Brexit: Merkel, Hollande & May's plan to keep UK in single market",Express,Brexit,Other
26-7-2016,British men and women are getting TALLER but can you guess where the biggest people live?,Express,Brexit,Other
26-7-2016,Nobel-prize winner says there is NO evidence Brexit has damaged science sector,Express,Brexit,Other
26-7-2016,European Union official admits Munich shooting WAS linked to continent’s refugee crisis,Express,Brexit,Immigration
26-7-2016,Steven Woolfe to call for PATIENCE over EU deal but will warn 'Brexit MUST mean Brexit',Express,Brexit,Other
26-7-2016,Correction - Amazing things we get back if we leave EU - 26/7/2016,Express,Brexit,Other
26-7-2016,'Reverse it' JP Morgan boss claims UK could IGNORE Brexit vote with 'right people in room',Express,Brexit,Other
26-7-2016,Jamie Oliver demands Theresa May 'show her steel' as he reveals plus side of Brexit,Express,Brexit,Other
26-7-2016,Daisy Lowe 'enraged' by EU referendum and lack of plan for Britain after Brexit,Express,Brexit,Other
26-7-2016,Brexit boom: Flight prices down nearly 20 per cent this August,Express,Brexit,Other
27-7-2016,Serbia turns back on EU to cosy up with RUSSIA after Brussels threat over Kosovo,Express,Brexit,Other
27-7-2016,EU boss Jean-Claude Junker appoints Frenchman as Brexit negotiator in 'revenge',Express,Brexit,Other
27-7-2016,How will Brexit affect expats? ,Express,Brexit,Other
27-7-2016,Italy PM pledges 'new friendship' with UK post-Brexit as May repeats EU migrant vow,Express,Brexit,Immigration
27-7-2016,Tributes paid to British Scout who died aged 12 in Finland,Express,Brexit,Other
27-7-2016,"Brits will take 'low-skilled' jobs left by EU migrants, says Julia Hartley-Brewer",Express,Brexit,Immigration
27-7-2016,Will Germany leave the EU? Will Germans DEMAND their own referendum after Brexit? ,Express,Brexit,Other
27-7-2016,Pakistani migrants stage hunger strike at EU border as they vow to storm guards EVERY DAY,Express,Brexit,Immigration
27-7-2016, FTSE 100 hits highest level in a year as Brexit boom continues ,Express,Brexit,Other
27-7-2016,'EU is NOT honest' Turkey threatens to send 3MILLION migrants as EU 'fails to give £2.5bn',Express,Brexit,Immigration
27-7-2016,Put Britain before Brussels! Sturgeon told forget EU dream amid plummeting European deals,Express,Brexit,Other
27-7-2016,Britain's Brexit BOOM: UK GDP beats expectations and jumps 0.6% in second quarter of 2016,Express,Brexit,Other
27-7-2016,Nobel prize winning scientist wants 'easy immigration' in post-Brexit Britain,Express,Brexit,Other
27-7-2016,Former anti-terror chief warns sick priest killing attack could happen on British streets,Express,Brexit,Other
27-7-2016,Has YOUR area turned REMAIN after Brexit? Map shows Britons may NOT want another EU vote,Express,Brexit,Other
27-7-2016,"British workers only work THREE days a week and less if it is hot, new research says",Express,Brexit,Other
27-7-2016,Mansfield aims to become first British town to ban SPITTING,Express,Brexit,Other
27-7-2016,British schoolgirl ‘kept in a cage by father in Saudi because of her un-Islamic behaviour',Express,Brexit,Other
27-7-2016,Britain's Brexit trade BOOM: USA to import UK beef and lamb for first time in 20 years,Express,Brexit,Other
27-7-2016,British churches on TERROR ALERT: Uk police issue warning for Christian places of worship,Express,Brexit,Other
27-7-2016,"We voted to LEAVE the EU so let’s do it without delay, blasts STEPHEN POLLARD",Express,Brexit,Other
27-7-2016,Why we MUST speed up EU exit: New migrant surge on the way ahead of Brexit curbs,Express,Brexit,Immigration
27-7-2016,British holidaymakers face more motorway misery as France prepares for 'Black Saturday',Express,Brexit,Other
27-7-2016,Outrage as British Council boss blasts Prince George on a Facebook post,Express,Brexit,Other
27-7-2016,"Britain needs MONTHS before it even begins to TALK about leaving EU, Brexiteer warns",Express,Brexit,Other
27-7-2016,European Union confirms Britain WILL NOT take up its EU presidency in 2017,Express,Brexit,Other
27-7-2016,'The repercussions are massive' Australian star Margot Robbie says Brexit result 'sucks',Express,Brexit,Other
27-7-2016,Dithering over our EU exit terms helps nobody,Express,Brexit,Other
27-7-2016,Fox pressures Theresa May to cut EU customs union NOW so he can start work on trade deals,Express,Brexit,Other
27-7-2016,GSK ignores Brexit fears and invests £275M in UK ,Express,Brexit,Other
27-7-2016,£35m boost to UK economy as Americans poised to tuck into British lamb again,Express,Brexit,Other
28-7-2016,Merkel admits EU is being RAVAGED BY TERROR but says Germany should welcome MORE refugees,Express,Brexit,Immigration
28-7-2016,British dad was left fighting for life after hotel balcony fall as he's plagued by MOTHS,Express,Brexit,Other
28-7-2016,Theresa May insists Britain 'wants the EU to SUCCEED' during Brexit talks in Slovakia,Express,Brexit,Other
28-7-2016,"'Europe is suffering Brexit turmoil, not us' Tory MEP insists Eurocrats were wrong",Express,Brexit,Other
28-7-2016,"Brussels negotiator will have NO POWER in Brexit discussions, ex-minister tells Newsnight",Express,Brexit,Other
28-7-2016,"Brexit had NO impact on business and London still top for finance, says Credit Suisse",Express,Brexit,Other
28-7-2016,How billions of EU cash destined for Britain may NEVER arrive,Express,Brexit,Other
28-7-2016,FTSE 250 tops its pre-referendum level as Brexit boom continues,Express,Brexit,Other
28-7-2016,Scotland will be TOTALLY DOMINATED by unelected EU if Sturgeon gets her way,Express,Brexit,Other
28-7-2016,Brexit boom: House prices jump in July ,Express,Brexit,Other
28-7-2016,How BRITISH are you? DNA study reveals MOST Anglo-Saxon part of UK...,Express,Brexit,Other
28-7-2016,"Project HOPE: One month after Brexit, 71% of Brits are ‘HOPEFUL and POSITIVE’",Express,Brexit,Other
28-7-2016,Poland tells EU to BUTT OUT of constitutional affairs and slams their criticism as AMUSING,Express,Brexit,Other
28-7-2016,No stopping booming Britain: Rush to invest in UK as Brexit economy soars,Express,Brexit,Other
28-7-2016,'We are delighted' First British-born gulls spread their wings in victory for animal lover,Express,Brexit,Other
28-7-2016,"Lloyds to shed 3,000 jobs and close 200 branches...and pins it on Brexit",Express,Brexit,Other
28-7-2016,BREXIT BOUNCE: Key FTSE 250 index wipes out EU referendum losses in just a MONTH ,Express,Brexit,Other
28-7-2016,'Most DANGEROUS man in EU’ Juncker hires French FEDERALIST to negotiate on Brexit,Express,Brexit,Other
28-7-2016,REVEALED: Imams giving out Islamic extremist texts calling for jihad in BRITISH prisons,Express,Brexit,Other
28-7-2016,"Your vote to leave EU could be about to FIX your slow broadband, and this is why ",Express,Brexit,Other
28-7-2016,Brexit BOOM: House prices rise by 0.5% in wake of EU vote,Express,Brexit,Other
28-7-2016,"Lloyds uses Brexit as 'excuse for job cuts' that would have happened anyway, say experts",Express,Brexit,Other
28-7-2016,"British Gas loses 400,000 customers in 'demanding' period for parent Centrica ",Express,Brexit,Other
28-7-2016,Game Of Thrones helps Sky profits rise MORE than expected after Brexit vote,Express,Brexit,Other
28-7-2016,ITV to make £25m cuts in 2017 over Brexit uncertainty - despite profits,Express,Brexit,Other
28-7-2016,Charley Hull holds home advantage at British Open but Woburn course not her regular,Express,Brexit,Other
29-7-2016,Cameron's ex right-hand man predicts voter SURGE for Ukip if May backslides on Brexit,Express,Brexit,Other
29-7-2016,UK banks given seal of approval by financial regulator who blast key EU financial pillars,Express,Brexit,Other
29-7-2016,‘The refugee wave has stopped’ Top EU bureaucrat insists migrant crisis is OVER ,Express,Brexit,Immigration
29-7-2016,‘Hypocritical’ SNP MP - who backs staying in EU - moans about influence of ‘foreign’ court,Express,Brexit,Other
29-7-2016,"British woman, 40, arrested in Benidorm for abandoning 9-year-old twins during bar crawl",Express,Brexit,Other
29-7-2016,Fears petrol firms are using Brexit as excuse not to cut prices as fuel sees major drop,Express,Brexit,Other
29-7-2016,How will Brexit affect immigration? Will leaving the EU reduce immigration? ,Express,Brexit,Other
29-7-2016,Fears for big cats: Could tigers soon become EXTINCT thanks to BRITISH tourists?,Express,Brexit,Other
29-7-2016,Ireland could join the Commonwealth post-Brexit to cement CLOSER ties with Britain,Express,Brexit,Other
29-7-2016,Brexcuses! Barclays boss blames gloomy outlook on Brexit as profits fall,Express,Brexit,Other
29-7-2016,‘We value their contribution’ May assures Britain's Poles they are wanted post-Brexit,Express,Brexit,Other
29-7-2016,"Neighbours' Mrs Mangel, British actor Vivean Gray, dies aged 92",Express,Brexit,Other
29-7-2016,Stephen Hawking: 'After Brexit I'm not optimistic for the future of our species',Express,Brexit,Other
29-7-2016,Juncker ALLOWS Switzerland to CURB immigrant influx in shock EU move boosting Brexit hopes,Express,Brexit,Immigration
29-7-2016,'Sanctions are coming' European Union bureaucrat threatens to FREEZE job offers for men,Express,Brexit,Other
29-7-2016,Theresa May: I'll put trade deals and immigration first to get Britain the best EU deal,Express,Brexit,Other
29-7-2016,Theresa May told trade deals with rest of world MORE important than Brexit deal with EU,Express,Brexit,Other
29-7-2016,British Airways forced to cut growth plans after hitting turbulence ,Express,Brexit,Other
29-7-2016,Barclays set to thrive in Brexit Britain,Express,Brexit,Other
29-7-2016,"City news: Pinewood, Rolls-Royce, Sky TV, British Gas",Express,Brexit,Other
29-7-2016,Lee maintains control of British Open but Scot Matthew hopes for Sunday showdown at Woburn,Express,Brexit,Other
29-7-2016,Mirim Lee delivers her best ever round to take clear lead at Ricoh Women's British Open,Express,Brexit,Other
30-7-2016,BREXIT BOOM continues: Now 27 countries around the world want trade deal with UK,Express,Brexit,Other
30-7-2016,"Why the EU stress test is a farce and the Eurozone is set to IMPLODE, writes Paolo Barnard",Express,Brexit,Other
30-7-2016,Sturgeon left HUMILIATED as poll finds Scots WANT to remain part of Britain despite Brexit,Express,Brexit,Other
30-7-2016,Plans revealed for UK passports after Brexit vote,Express,Brexit,Other
30-7-2016,"REVEALED: EU exports make up just 12 PER CENT of British economy, report finds",Express,Brexit,Other
31-7-2016,Supermarkets set for price WAR as Morrisons slashes prices in sign of Brexit confidence,Express,Brexit,Other
31-7-2016,‘The risk is great’ Turkey migrant deal could COLLAPSE admits EU boss Juncker,Express,Brexit,Immigration
31-7-2016,Falklands to PROSPER post-Brexit despite scaremongering and fears Argentina would claim it,Express,Brexit,Other
31-7-2016,Elderly British journalist CAGED by controversial Bangladeshi police force YOU fund,Express,Brexit,Other
31-7-2016,‘How could I know?’ Theresa May jokes Juncker ‘could have been DRUNK’ during Brexit chat,Express,Brexit,Other
31-7-2016,"Rarely has the EU looked weaker and thank God we are out, says Nick Ferrari",Express,Brexit,Other
31-7-2016,"BRITISH TERROR ATTACK: ‘It’s a matter of when, not if’ warns Met police chief",Express,Brexit,Other
31-7-2016,Seaside preparing for BREXIT BOOM: UK coastal towns have high hope for tourist surge,Express,Brexit,Other
31-7-2016,Investors put faith in Tories to stabilise the economy post Brexit,Express,Brexit,Other
31-7-2016,Brexit Britain is still open for... holidays,Express,Brexit,Other
1-8-2016,British MEPS make stand over new EU laws as they plot a 'safe landing' ahead of Brexit,Express,Brexit,Other
1-8-2016,HOLIDAY NIGHTMARE: 300 British Airways passengers stranded in Cyprus for TWO DAYS,Express,Brexit,Other
1-8-2016,What is Swexit? Will Sweden leave the EU next?,Express,Brexit,Other
1-8-2016,‘I’m going NOWHERE’ Juncker insists he won't quit EU despite growing clamour for him to go,Express,Brexit,Other
1-8-2016,More than half a million EU citizens in UK 'may lose residency rights' with Brexit ,Express,Brexit,Other
1-8-2016,"British boy, 8, hospitalised with head injuries after falling in Lanzarote shopping centre",Express,Brexit,Other
1-8-2016,'I take precautions' Jean-Claude Juncker reveals his little black book of EU ENEMIES,Express,Brexit,Other
1-8-2016,BREXIT JOY: Majority of Britons believe leaving EU will have positive impact on career,Express,Brexit,Other
1-8-2016,"It’s the EU facing economic disaster NOT Brexit Britain, argues LEO MCKINSTRY",Express,Brexit,Other
1-8-2016,Europe's top banks set to keep UK branches after Brexit,Express,Brexit,Other
1-8-2016,House of Lords peers hatch plan to BLOCK Britain leaving the European Union,Express,Brexit,Other
1-8-2016,What a lickle beauty! Rare giraffe born in British animal park,Express,Brexit,Other
1-8-2016,EU told: Reform or DIE – Italy’s former PM gives stark warning in wake of Brexit,Express,Brexit,Other
1-8-2016,Foul-mouthed film director Bruce Robinson brands Brexit voters ‘a load of UKIP c***s’,Express,Brexit,Other
1-8-2016,Young Serbs turning AGAINST joining EU – and opt for RUSSIA instead,Express,Brexit,Other
1-8-2016,BREXIT BOOM: EU shoppers coming to Britain ‘surges by 50 PER CENT after historic vote’,Express,Brexit,Other
1-8-2016,"‘Surprised’ Leave camp did not expect Brexit, top Out campaigner admits",Express,Brexit,Other
1-8-2016,British 'take eight pairs of pants on holiday' and spend 10% of their salary,Express,Brexit,Other
1-8-2016,British tourists face tight security as police with RIFLES patrol French beaches,Express,Brexit,Other
1-8-2016,Northern Ireland gets Brexit boost as shoppers rush across border to spend,Express,Brexit,Other
1-8-2016,"Immigration is TOP concern for EU residents - closely followed by terrorism, study finds",Express,Brexit,Other
1-8-2016,‘Tear down EU flags NOW’ Huge call for May to pull hated symbol from our public buildings,Express,Brexit,Other
1-8-2016,How to get a passport for your child: The rules and guidelines post-Brexit,Express,Brexit,Other
1-8-2016,Top causes reveal WHY more than HALF of British adults have persistent neck and back pain,Express,Brexit,Other
1-8-2016,Roman rip-off: Italy the car rental cost capital for British tourists,Express,Brexit,Other
1-8-2016,Ariya Jutanugarn makes history by pipping Mo Martin and Marim Lee to British Open title,Express,Brexit,Other
2-8-2016,"Eurozone warning: EU currency faces COLLAPSE post-Brexit, warns CEO of USA's largest bank",Express,Brexit,Other
2-8-2016,Regret your vote? No chance! UK would STILL vote Leave if EU Referendum replayed today,Express,Brexit,Other
2-8-2016,Heseltine claims Brexit could be OVERTURNED as referendum 'isn't sovereign PARLIAMENT is',Express,Brexit,Other
2-8-2016,Major Labour donor savages Owen Smith pledge to hold second EU referendum,Express,Brexit,Other
2-8-2016,'You are selling people short' Pro-Brexit activist hits out at #BrexitJustice campaigner,Express,Brexit,Other
2-8-2016,Sturgeon told she's living a FANTASY as SNP plot to tie second independence vote to Brexit,Express,Brexit,Other
2-8-2016,British man killed fighting ISIS in Syria,Express,Brexit,Other
2-8-2016,BREXIT BOOST for British meat as supermarkets cash in on non-imported goods,Express,Brexit,Other
2-8-2016,UK's negotiations with EU compared to WW2's 'Phoney War' as Brexit to be delayed to 2020,Express,Brexit,Other
2-8-2016,Why the EU is REALLY worried about a major new gas line between Russia and Turkey,Express,Brexit,Other
2-8-2016,Lawyers for British man accused of attempting to shoot Trump to submit medical evidence,Express,Brexit,Other
2-8-2016,Italian PM admits Brexit was 'incredible wake up call' as he prepares 'radical' referendum,Express,Brexit,Other
2-8-2016,What Brexit doom? Employment boom as jobs agency claims two roles for every jobseeker,Express,Brexit,Other
2-8-2016,Bosnia handed huge IMF loan - as nation moves closer to EU membership,Express,Brexit,Other
2-8-2016,British £20bn Camp Bastion in RUINS after being handed to Afghan army,Express,Brexit,Other
2-8-2016,Trying to keep him busy? EU hands UK lead role in Europe’s anti-terror fight before Brexit,Express,Brexit,Other
2-8-2016,‘Run away as FAR as possible’ Top anti-terror chief offers chilling tip for British attack,Express,Brexit,Other
2-8-2016,British police save two people a DAY from turning to ISIS extremism,Express,Brexit,Other
2-8-2016,Who is Nicola Sturgeon’s Brexit minister? Meet SNP veteran Michael Russell,Express,Brexit,Other
2-8-2016,'No backsliding on Brexit' Theresa May REJECTS House of Lords threat to BLOCK EU exit,Express,Brexit,Other
2-8-2016,CORXIT? YORXIT? Brexit fires up Cornwall and Yorkshire independence movements,Express,Brexit,Other
2-8-2016,BREXIT BONANZA: UK investors predict good times ahead as confidence hits 'RECORD levels' ,Express,Brexit,Other
2-8-2016,The truth behind THAT Brexit kiss with Nigel Farage - Jean-Claude Juncker reveals all ,Express,Brexit,Other
2-8-2016,"The House of Lords cannot be allowed to obstruct Brexit, says Ross Clark",Express,Brexit,Other
2-8-2016,"Leaving the EU is not a risk, it is an opportunity",Express,Brexit,Other
2-8-2016,Vertical pier in the sky: British Airways i360 tower in Brighton boasts panoramic views,Express,Brexit,Other
2-8-2016,Not rocking the boat: Cruise & Maritime Voyages accepting British currency on board ,Express,Brexit,Other
2-8-2016,Team GB chiefs optimistic British squad will break Olympic records in Rio,Express,Brexit,Other
3-8-2016,Armed police continue manhunt in British village for knife attacker who killed man ,Express,Brexit,Other
3-8-2016,British countryside WARNING: Calls for Brexit plan to stop invasion of foreign animals,Express,Brexit,Other
3-8-2016,British mother dies after cycling into a ravine in foggy condition on holiday in France,Express,Brexit,Other
3-8-2016,Theresa May told to send WARSHIPS to Gibraltar as message to Spain during Brexit talks,Express,Brexit,Other
3-8-2016,End of fish and chips? Popular British dish being taken off menus in favour of SALADS,Express,Brexit,Other
3-8-2016,Team GB athlete BANNED from wearing lucky traditionally British flat cap by Adidas ,Express,Brexit,Other
3-8-2016,UK science research head urges scientists to take advantage of post-Brexit opportunities,Express,Brexit,Other
3-8-2016,'Possible two-year wait for extra anti-terror firearms officers' to hit British streets,Express,Brexit,Other
3-8-2016,'Outrageous' EU head of human rights blasts Turkey over coup,Express,Brexit,Other
3-8-2016,Eurocrat warns the EU is ‘CLOSE TO DEATH’ amid fears Canada trade deal could COLLAPSE,Express,Brexit,Other
3-8-2016,'British hero' killed by ISIS on frontline refused to let 'army rejection' stop him,Express,Brexit,Other
3-8-2016,"British man, 72, found 'semi-naked' and dead in Costa Blanca resort",Express,Brexit,Other
3-8-2016,May on a collision course with Brussels as EU demands WE pay £50BN for Eurocrat pensions,Express,Brexit,Other
3-8-2016,BOOM vs BUST: UK mulling multi-billion pound trade deal with China as EU economy collapses,Express,Brexit,Other
3-8-2016,EU migrant crisis 'is colossal': British borders face threat from terrorists and smugglers,Express,Brexit,Immigration
3-8-2016,Two British tourists arrested in Magaluf after hotel room raids,Express,Brexit,Other
3-8-2016,"BREXIT BOOST: Britain WILL NOT fall into recession after ditching EU, think tank reveals",Express,Brexit,Other
3-8-2016,'It's not safe anymore' Migrants remain terrified for safety following post-Brexit abuse,Express,Brexit,Immigration
3-8-2016,Chelsea poised to make final British record £65m bid for Everton striker Romelu Lukaku,Express,Brexit,Other
3-8-2016,Lord Stevens: We have no right to ignore the will of British voters,Express,Brexit,Other
3-8-2016,Gogglebox's Carolyne Michaels SCREAMS at Susanna Reid for Nigel Farage Brexit interview,Express,Brexit,Other
3-8-2016, Do YOU bother with flossing? British dentist said health habit could be a WASTE of time,Express,Brexit,Other
4-8-2016,British teenager 'raped after being kidnapped in Tenerife',Express,Brexit,Other
4-8-2016,What Brexit? Cameron's two fingers to British voters as he showers Remain chums with gongs,Express,Brexit,Other
4-8-2016,'Dynamic entrepreneurial spirit' can shine in post-Brexit Britain says PM Theresa May,Express,Brexit,Other
4-8-2016,Brexit: Will we get BLUE passports back when Britain leaves the EU? ,Express,Brexit,Other
4-8-2016, EU migrant quotas SHUNNED by Czechs as Brussels says rejection is ‘WEAKENING Europe',Express,Brexit,Immigration
4-8-2016,Brexit doom-mongers proved WRONG as Bank of England says UK WILL dodge recession ,Express,Brexit,Other
4-8-2016,The shocking graph that proves EU is DOOMED.. Italian banks TUMBLE in wake of stress tests,Express,Brexit,Other
4-8-2016,Dancer becomes first British NFL cheerleader after beating hundreds of rivals,Express,Brexit,Other
4-8-2016,‘It’s DIPLOMATIC FICTION!’ Austria demands EU ENDS talks with ‘undemocratic’ Turkey ,Express,Brexit,Other
4-8-2016,"EU's clout on world stage will DIMINISH without UK in wake of Brexit, survey predicts ",Express,Brexit,Other
4-8-2016,'British countryside is not a museum' Struggling farmers savage post-Brexit funding plan,Express,Brexit,Other
4-8-2016,"Come on Team GB: Kate, William and Harry wish British hopefuls good luck ahead of Rio 2016",Express,Brexit,Other
4-8-2016,Squeaky referendum time! The NINE European elections threatening to TEAR the EU apart,Express,Brexit,Other
4-8-2016,Most British road rage ever? Mugged off man's hilarious showdown with stubborn pigeon,Express,Brexit,Other
4-8-2016,Czech Republic threatens to SUE the EU and warns Juncker it won't accept a SINGLE migrant,Express,Brexit,Immigration
4-8-2016,How will Brexit affect mortgages and interest rates? ,Express,Brexit,Other
4-8-2016,British soldiers warned NOT to wear their uniform following SECOND ‘abduction attempt’,Express,Brexit,Other
4-8-2016,‘We are very worried’ EU chiefs TERRIFIED after Turkey threatens to RIP UP migrant deal,Express,Brexit,Immigration
4-8-2016,Brexit: What will happen to house prices now Britain has voted to leave the EU?,Express,Brexit,Other
4-8-2016,Holidaymakers left stunned when two British women queue for food NAKED,Express,Brexit,Other
