date1,date,newspaper,text_classification,stories,polaritytext,subjectivitytext,total_stories
29may2016,"29-5-2016","Evening Standard","Climate",2,.00833333,.25347222,4
29may2016,"29-5-2016","Evening Standard","Climate,Brexit",1,-.12166667,.42166667,4
29may2016,"29-5-2016","Express","Brexit Business",2,.09069623,.33709334,16
29may2016,"29-5-2016","Express","Brexit Business,Brexit Politics",2,.01775794,.30188492,16
29may2016,"29-5-2016","Express","Brexit Politics",6,.10495501,.37421236,16
29may2016,"29-5-2016","Express","Climate",3,.05459055,.31477273,16
29may2016,"29-5-2016","Express","Climate,Brexit",2,.09566468,.48578373,16
29may2016,"29-5-2016","Express","Other",1,-.16060606,.51325758,16
29may2016,"29-5-2016","The Guardian","Climate,Brexit",1,.04527778,.585,1
29may2016,"29-5-2016","The Independent","Brexit Business",2,.20753968,.3264881,12
29may2016,"29-5-2016","The Independent","Brexit Business,Brexit Politics",1,.05811287,.43368607,12
29may2016,"29-5-2016","The Independent","Brexit Politics",1,.09848485,.39444444,12
29may2016,"29-5-2016","The Independent","Climate",3,.1893595,.39108586,12
29may2016,"29-5-2016","The Independent","Climate,Brexit",5,-.00263813,.36005801,12
29may2016,"29-5-2016","The Times","Brexit Business",2,.00833333,.39098214,21
29may2016,"29-5-2016","The Times","Brexit Business,Brexit Politics",1,.09242424,.49166667,21
29may2016,"29-5-2016","The Times","Brexit Politics",4,.06044345,.34541054,21
29may2016,"29-5-2016","The Times","Climate",9,.06762209,.40208544,21
29may2016,"29-5-2016","The Times","Climate,Brexit",5,.03574098,.35144539,21
30may2016,"30-5-2016","Daily Mail","Brexit Business",1,.04285714,.45142857,20
30may2016,"30-5-2016","Daily Mail","Brexit Business,Brexit Politics",1,.12824074,.39861111,20
30may2016,"30-5-2016","Daily Mail","Brexit Other",1,.27,.60666667,20
30may2016,"30-5-2016","Daily Mail","Brexit Politics",2,.05412879,.50715909,20
30may2016,"30-5-2016","Daily Mail","Climate",12,.03713248,.3748827,20
30may2016,"30-5-2016","Daily Mail","Climate,Brexit",3,-.07814815,.25746914,20
30may2016,"30-5-2016","Evening Standard","Brexit Politics",2,.38039773,.53882576,3
30may2016,"30-5-2016","Evening Standard","Climate,Brexit",1,-.0375,.12916667,3
30may2016,"30-5-2016","Express","Brexit Business",1,-.16942149,.25268595,17
30may2016,"30-5-2016","Express","Brexit Politics",4,.25400601,.49015061,17
30may2016,"30-5-2016","Express","Climate",3,-.14690476,.54095238,17
30may2016,"30-5-2016","Express","Climate,Brexit",8,.04333897,.40690724,17
30may2016,"30-5-2016","Express","Other",1,-.1492284,.28098765,17
30may2016,"30-5-2016","The Guardian","Brexit Business,Brexit Politics",1,.08611111,.35694444,3
30may2016,"30-5-2016","The Guardian","Climate",1,.06785714,.41666667,3
30may2016,"30-5-2016","The Guardian","Other",1,.15909091,.25,3
30may2016,"30-5-2016","The Independent","Brexit Politics",3,.11417508,.25742665,9
30may2016,"30-5-2016","The Independent","Climate",4,.01881944,.49034722,9
30may2016,"30-5-2016","The Independent","Climate,Brexit",1,-.01666667,.23333333,9
30may2016,"30-5-2016","The Independent","Other",1,-.13333333,.22666667,9
30may2016,"30-5-2016","The Times","Brexit Other",1,0,0,20
30may2016,"30-5-2016","The Times","Brexit Politics",3,.05456349,.41547619,20
30may2016,"30-5-2016","The Times","Climate",9,.11891615,.39811004,20
30may2016,"30-5-2016","The Times","Climate,Brexit",7,.10083939,.25821201,20
31may2016,"31-5-2016","Daily Mail","Brexit Politics",3,.18122222,.40377778,21
31may2016,"31-5-2016","Daily Mail","Climate",11,.00486062,.50959416,21
31may2016,"31-5-2016","Daily Mail","Climate,Brexit",3,.00322614,.34315605,21
31may2016,"31-5-2016","Daily Mail","Other",4,.16479798,.49782197,21
31may2016,"31-5-2016","Evening Standard","Brexit Business,Brexit Politics",1,-.00874126,.21573427,5
31may2016,"31-5-2016","Evening Standard","Climate",2,-.00040484,.24236011,5
31may2016,"31-5-2016","Evening Standard","Climate,Brexit",1,.040625,.271875,5
31may2016,"31-5-2016","Evening Standard","Other",1,.27,.42666667,5
31may2016,"31-5-2016","Express","Brexit Business",1,.03939394,.33787879,33
31may2016,"31-5-2016","Express","Brexit Business,Brexit Politics",2,-.12552083,.27916667,33
31may2016,"31-5-2016","Express","Brexit Immigration",1,.185,.22333333,33
31may2016,"31-5-2016","Express","Brexit Other",2,.15416667,.41736111,33
31may2016,"31-5-2016","Express","Brexit Politics",3,.03407407,.28606481,33
31may2016,"31-5-2016","Express","Brexit Politics,Brexit Immigration",1,-.1787037,.25648148,33
31may2016,"31-5-2016","Express","Climate",18,.1047662,.35544012,33
31may2016,"31-5-2016","Express","Climate,Brexit",4,.09785764,.4179808,33
31may2016,"31-5-2016","Express","Other",1,-.05892857,.26607143,33
31may2016,"31-5-2016","The Guardian","Climate",1,-.04301948,.42922078,1
31may2016,"31-5-2016","The Independent","Brexit Business",2,.19666667,.32583333,22
31may2016,"31-5-2016","The Independent","Brexit Business,Brexit Politics",1,.08409864,.34957483,22
31may2016,"31-5-2016","The Independent","Brexit Other",3,.11623377,.50364959,22
31may2016,"31-5-2016","The Independent","Brexit Politics",2,.01448935,.31704261,22
31may2016,"31-5-2016","The Independent","Climate",8,.03268872,.38705671,22
31may2016,"31-5-2016","The Independent","Climate,Brexit",5,.02965729,.34589466,22
31may2016,"31-5-2016","The Independent","Other",1,.0275,.2825,22
31may2016,"31-5-2016","The Times","Brexit Business",1,0,.12083333,18
31may2016,"31-5-2016","The Times","Brexit Other",1,.3,.42962963,18
31may2016,"31-5-2016","The Times","Brexit Politics",1,.03214286,.46428571,18
31may2016,"31-5-2016","The Times","Climate",11,.05863876,.43279928,18
31may2016,"31-5-2016","The Times","Climate,Brexit",3,-.07741536,.31930649,18
31may2016,"31-5-2016","The Times","Other",1,.25,.46,18
01jun2016,"1-6-2016","Daily Mail","Brexit Business",1,.0375,.190625,23
01jun2016,"1-6-2016","Daily Mail","Brexit Politics",3,.17568871,.48762626,23
01jun2016,"1-6-2016","Daily Mail","Climate",7,.14173348,.38837232,23
01jun2016,"1-6-2016","Daily Mail","Climate,Brexit",9,.03592957,.43252365,23
01jun2016,"1-6-2016","Daily Mail","Other",3,.10353535,.48499053,23
01jun2016,"1-6-2016","Evening Standard","Climate",5,.10751437,.5845878,7
01jun2016,"1-6-2016","Evening Standard","Climate,Brexit",2,.10363681,.42169462,7
01jun2016,"1-6-2016","Express","Brexit Business",1,.02777778,.35740741,32
01jun2016,"1-6-2016","Express","Brexit Business,Brexit Politics",2,.09404247,.30143785,32
01jun2016,"1-6-2016","Express","Brexit Other",1,0,.02222222,32
01jun2016,"1-6-2016","Express","Brexit Politics",7,.08978774,.32018421,32
01jun2016,"1-6-2016","Express","Brexit Politics,Brexit Immigration",1,-.21111111,.27777778,32
01jun2016,"1-6-2016","Express","Climate",14,-.0070201,.31435545,32
01jun2016,"1-6-2016","Express","Climate,Brexit",3,.11721724,.37266156,32
01jun2016,"1-6-2016","Express","Other",3,.08095238,.45603175,32
01jun2016,"1-6-2016","The Guardian","Climate,Brexit",1,-.12666667,.46666667,1
01jun2016,"1-6-2016","The Independent","Brexit Business",2,-.00403439,.25403439,13
01jun2016,"1-6-2016","The Independent","Brexit Immigration",1,.15005903,.25301063,13
01jun2016,"1-6-2016","The Independent","Brexit Politics",3,.03943216,.36906179,13
01jun2016,"1-6-2016","The Independent","Climate",3,.15220899,.34925926,13
01jun2016,"1-6-2016","The Independent","Climate,Brexit",3,.20788194,.48666667,13
01jun2016,"1-6-2016","The Independent","Other",1,.25189394,.59621212,13
01jun2016,"1-6-2016","The Times","Brexit Business",1,.1219697,.27575758,36
01jun2016,"1-6-2016","The Times","Brexit Business,Brexit Politics",2,.01746032,.29801587,36
01jun2016,"1-6-2016","The Times","Brexit Other",1,-.01666667,.22962963,36
01jun2016,"1-6-2016","The Times","Brexit Politics",4,.01414263,.37804335,36
01jun2016,"1-6-2016","The Times","Climate",17,.03910919,.44090549,36
01jun2016,"1-6-2016","The Times","Climate,Brexit",11,.07374997,.38572227,36
02jun2016,"2-6-2016","Daily Mail","Brexit Business",1,.17285714,.40238095,19
02jun2016,"2-6-2016","Daily Mail","Brexit Business,Brexit Politics",1,.15,.28666667,19
02jun2016,"2-6-2016","Daily Mail","Brexit Politics",5,.14639445,.50203846,19
02jun2016,"2-6-2016","Daily Mail","Climate",4,.10347222,.38352273,19
02jun2016,"2-6-2016","Daily Mail","Climate,Brexit",7,-.07512657,.46788828,19
02jun2016,"2-6-2016","Daily Mail","Other",1,.32142857,.38392857,19
02jun2016,"2-6-2016","Evening Standard","Brexit Business,Brexit Politics",1,.04641414,.33222222,4
02jun2016,"2-6-2016","Evening Standard","Climate",3,.02929894,.46000882,4
02jun2016,"2-6-2016","Express","Brexit Business",2,.0485119,.22559524,32
02jun2016,"2-6-2016","Express","Brexit Business,Brexit Politics",1,.1,.56666667,32
02jun2016,"2-6-2016","Express","Brexit Other",2,.01940278,.31101389,32
02jun2016,"2-6-2016","Express","Brexit Politics",7,.09512435,.25742671,32
02jun2016,"2-6-2016","Express","Climate",10,.01110152,.37900772,32
02jun2016,"2-6-2016","Express","Climate,Brexit",8,-.0113837,.32485818,32
02jun2016,"2-6-2016","Express","Other",2,.02929293,.19949495,32
02jun2016,"2-6-2016","The Guardian","Brexit Other",1,-.09666667,.46333333,1
02jun2016,"2-6-2016","The Independent","",1,,,19
02jun2016,"2-6-2016","The Independent","Brexit Business",2,.04384085,.3562782,19
02jun2016,"2-6-2016","The Independent","Brexit Politics",6,.06809975,.36526445,19
02jun2016,"2-6-2016","The Independent","Brexit Politics,Brexit Immigration",1,-.11111111,.25416667,19
02jun2016,"2-6-2016","The Independent","Climate",3,.22311448,.40210438,19
02jun2016,"2-6-2016","The Independent","Climate,Brexit",4,.01376068,.38652778,19
02jun2016,"2-6-2016","The Independent","Other",2,.29863636,.63128788,19
02jun2016,"2-6-2016","The Times","Brexit Business",4,.00895563,.28583604,26
02jun2016,"2-6-2016","The Times","Brexit Other",1,0,0,26
02jun2016,"2-6-2016","The Times","Climate",13,.06446834,.33948221,26
02jun2016,"2-6-2016","The Times","Climate,Brexit",8,.07852676,.39632899,26
03jun2016,"3-6-2016","Daily Mail","Brexit Business",1,.04375,.63333333,21
03jun2016,"3-6-2016","Daily Mail","Brexit Immigration",2,.20646825,.41654762,21
03jun2016,"3-6-2016","Daily Mail","Climate",14,.12744962,.42226985,21
03jun2016,"3-6-2016","Daily Mail","Climate,Brexit",3,.05729548,.35888278,21
03jun2016,"3-6-2016","Daily Mail","Other",1,-.11060606,.275,21
03jun2016,"3-6-2016","Evening Standard","Brexit Business,Brexit Politics",1,-.00555556,.31666667,9
03jun2016,"3-6-2016","Evening Standard","Brexit Other",1,.17619048,.4484127,9
03jun2016,"3-6-2016","Evening Standard","Brexit Politics",4,.03026616,.37427572,9
03jun2016,"3-6-2016","Evening Standard","Climate",3,.06481481,.48472222,9
03jun2016,"3-6-2016","Express","Brexit Business",4,.05960317,.24928075,52
03jun2016,"3-6-2016","Express","Brexit Business,Brexit Politics",6,.08613588,.44359019,52
03jun2016,"3-6-2016","Express","Brexit Politics",18,.06895861,.31186206,52
03jun2016,"3-6-2016","Express","Brexit Politics,Brexit Immigration",2,-.01872896,.18148148,52
03jun2016,"3-6-2016","Express","Climate",8,.03445188,.40392113,52
03jun2016,"3-6-2016","Express","Climate,Brexit",13,.04605094,.36451088,52
03jun2016,"3-6-2016","Express","Other",1,.03661616,.35631313,52
03jun2016,"3-6-2016","The Guardian","Brexit Business",2,.0625,.15833333,2
03jun2016,"3-6-2016","The Independent","Brexit Business",1,.16666667,.16666667,13
03jun2016,"3-6-2016","The Independent","Brexit Business,Brexit Immigration",1,.04642857,.32261905,13
03jun2016,"3-6-2016","The Independent","Brexit Business,Brexit Politics",1,.02575758,.24090909,13
03jun2016,"3-6-2016","The Independent","Brexit Politics",2,-.02944444,.22975694,13
03jun2016,"3-6-2016","The Independent","Climate",6,.03578231,.42381094,13
03jun2016,"3-6-2016","The Independent","Other",2,-.0390625,.28385417,13
03jun2016,"3-6-2016","The Times","Brexit Business",3,.00930556,.30563272,22
03jun2016,"3-6-2016","The Times","Brexit Business,Brexit Politics",1,0,.02222222,22
03jun2016,"3-6-2016","The Times","Brexit Politics",3,.03976521,.25595238,22
03jun2016,"3-6-2016","The Times","Climate",10,.09785757,.37923696,22
03jun2016,"3-6-2016","The Times","Climate,Brexit",4,-.04185119,.43729762,22
03jun2016,"3-6-2016","The Times","Other",1,.15555556,.26666667,22
04jun2016,"4-6-2016","Daily Mail","Brexit Business",1,-.04652778,.19965278,19
04jun2016,"4-6-2016","Daily Mail","Brexit Business,Brexit Politics",1,.0125,.31666667,19
04jun2016,"4-6-2016","Daily Mail","Brexit Immigration",1,0,.35625,19
04jun2016,"4-6-2016","Daily Mail","Brexit Other",2,.03680556,.50248016,19
04jun2016,"4-6-2016","Daily Mail","Brexit Politics",1,.05,.05,19
04jun2016,"4-6-2016","Daily Mail","Climate",9,.04598042,.32159073,19
04jun2016,"4-6-2016","Daily Mail","Climate,Brexit",3,.16449659,.5055508,19
04jun2016,"4-6-2016","Daily Mail","Other",1,.05284091,.26931818,19
04jun2016,"4-6-2016","Express","Brexit Business",1,.02222222,.49259259,16
04jun2016,"4-6-2016","Express","Brexit Business,Brexit Politics",2,.06394413,.25782828,16
04jun2016,"4-6-2016","Express","Brexit Other",1,-.014,.4765,16
04jun2016,"4-6-2016","Express","Climate",7,.11263504,.3487237,16
04jun2016,"4-6-2016","Express","Climate,Brexit",5,.11734502,.56568182,16
04jun2016,"4-6-2016","The Guardian","Brexit Politics",1,.02430556,.24444444,2
04jun2016,"4-6-2016","The Guardian","Climate",1,.09805195,.28874459,2
04jun2016,"4-6-2016","The Independent","Brexit Business,Brexit Politics",1,.01836735,.06632653,6
04jun2016,"4-6-2016","The Independent","Brexit Other",1,.1136954,.21363636,6
04jun2016,"4-6-2016","The Independent","Brexit Politics",3,.08230489,.2886552,6
04jun2016,"4-6-2016","The Independent","Climate",1,-.07219697,.50795455,6
04jun2016,"4-6-2016","The Times","Brexit Business",2,.05849905,.30723643,20
04jun2016,"4-6-2016","The Times","Brexit Politics",4,.13011677,.4093403,20
04jun2016,"4-6-2016","The Times","Climate",7,.04883357,.32900072,20
04jun2016,"4-6-2016","The Times","Climate,Brexit",6,.03163585,.31773148,20
04jun2016,"4-6-2016","The Times","Other",1,.05462963,.54166667,20
05jun2016,"5-6-2016","Daily Mail","Brexit Politics",3,.10651321,.33702409,13
05jun2016,"5-6-2016","Daily Mail","Climate",9,.18207774,.43874579,13
05jun2016,"5-6-2016","Daily Mail","Climate,Brexit",1,.16753247,.41558442,13
05jun2016,"5-6-2016","Evening Standard","Brexit Business",1,-.06,.40833333,4
05jun2016,"5-6-2016","Evening Standard","Brexit Politics",2,-.08938492,.34021164,4
05jun2016,"5-6-2016","Evening Standard","Climate",1,-.07142857,.35714286,4
05jun2016,"5-6-2016","Express","Brexit Business,Brexit Politics",4,.04568667,.39545283,13
05jun2016,"5-6-2016","Express","Brexit Politics",2,.12875,.285,13
05jun2016,"5-6-2016","Express","Climate",5,.01968292,.43674871,13
05jun2016,"5-6-2016","Express","Climate,Brexit",2,.02711554,.56250344,13
05jun2016,"5-6-2016","The Guardian","Climate",1,.07407407,.5037037,1
05jun2016,"5-6-2016","The Independent","Brexit Business,Brexit Politics",1,.08333333,.17222222,7
05jun2016,"5-6-2016","The Independent","Brexit Business,Brexit Politics,Brexit Immigration",1,-.17532468,.66969697,7
05jun2016,"5-6-2016","The Independent","Brexit Politics",4,-.03473958,.47802083,7
05jun2016,"5-6-2016","The Independent","Climate",1,.15454545,.41590909,7
05jun2016,"5-6-2016","The Times","Brexit Business",2,.00813492,.22294974,25
05jun2016,"5-6-2016","The Times","Brexit Business,Brexit Politics",1,.04393939,.2969697,25
05jun2016,"5-6-2016","The Times","Brexit Politics",6,.03928088,.34716231,25
05jun2016,"5-6-2016","The Times","Climate",10,.10245687,.37969359,25
05jun2016,"5-6-2016","The Times","Climate,Brexit",5,.0752381,.28361905,25
05jun2016,"5-6-2016","The Times","Other",1,.09441558,.68805195,25
06jun2016,"6-6-2016","Daily Mail","Brexit Business",2,.1672619,.42321429,19
06jun2016,"6-6-2016","Daily Mail","Brexit Other",1,-.01428571,.04285714,19
06jun2016,"6-6-2016","Daily Mail","Brexit Politics",4,.13732413,.60214496,19
06jun2016,"6-6-2016","Daily Mail","Climate",8,.03243753,.40315324,19
06jun2016,"6-6-2016","Daily Mail","Climate,Brexit",2,.08194444,.40472222,19
06jun2016,"6-6-2016","Daily Mail","Other",2,.05912698,.38710317,19
06jun2016,"6-6-2016","Evening Standard","Brexit Politics",1,-.03944805,.24886364,8
06jun2016,"6-6-2016","Evening Standard","Climate",4,.05024621,.3148548,8
06jun2016,"6-6-2016","Evening Standard","Climate,Brexit",2,.06791958,.30512821,8
06jun2016,"6-6-2016","Evening Standard","Other",1,-.1,.13333333,8
06jun2016,"6-6-2016","Express","Brexit Business",2,-.00343915,.37652116,29
06jun2016,"6-6-2016","Express","Brexit Business,Brexit Politics",2,-.05137741,.33694904,29
06jun2016,"6-6-2016","Express","Brexit Other",2,.14520202,.45252525,29
06jun2016,"6-6-2016","Express","Brexit Politics",7,.04564738,.33814334,29
06jun2016,"6-6-2016","Express","Climate",6,.01001438,.3753883,29
06jun2016,"6-6-2016","Express","Climate,Brexit",10,.01060904,.38726377,29
06jun2016,"6-6-2016","The Guardian","Brexit Other",1,.25189394,.49242424,1
06jun2016,"6-6-2016","The Independent","Brexit Business",2,.09687951,.36506133,15
06jun2016,"6-6-2016","The Independent","Brexit Business,Brexit Politics",1,.00666667,.43333333,15
06jun2016,"6-6-2016","The Independent","Brexit Politics",3,.1270211,.28077471,15
06jun2016,"6-6-2016","The Independent","Climate",5,.04139105,.437886,15
06jun2016,"6-6-2016","The Independent","Climate,Brexit",3,.10195286,.52274411,15
06jun2016,"6-6-2016","The Independent","Other",1,.10027548,.35151515,15
06jun2016,"6-6-2016","The Times","Brexit Business",1,.06482684,.31938312,22
06jun2016,"6-6-2016","The Times","Brexit Business,Brexit Politics",2,.14166667,.36666667,22
06jun2016,"6-6-2016","The Times","Brexit Politics",2,.07410714,.19553571,22
06jun2016,"6-6-2016","The Times","Climate",10,.02562644,.30793881,22
06jun2016,"6-6-2016","The Times","Climate,Brexit",5,.09765079,.39460119,22
06jun2016,"6-6-2016","The Times","Other",2,.14431818,.328125,22
07jun2016,"7-6-2016","Daily Mail","Brexit Business,Brexit Politics",2,.00446429,.21827381,27
07jun2016,"7-6-2016","Daily Mail","Brexit Immigration",1,.3,.3,27
07jun2016,"7-6-2016","Daily Mail","Brexit Politics",4,.14919883,.51911376,27
07jun2016,"7-6-2016","Daily Mail","Brexit Politics,Brexit Immigration",1,.16096257,.57673797,27
07jun2016,"7-6-2016","Daily Mail","Climate",13,.05852481,.35440726,27
07jun2016,"7-6-2016","Daily Mail","Climate,Brexit",3,-.01765512,.37674603,27
07jun2016,"7-6-2016","Daily Mail","Other",3,-.01040945,.31493146,27
07jun2016,"7-6-2016","Evening Standard","Brexit Politics",1,-.0125,.38333333,9
07jun2016,"7-6-2016","Evening Standard","Climate",4,.05755704,.3465501,9
07jun2016,"7-6-2016","Evening Standard","Climate,Brexit",4,.132808,.34467076,9
07jun2016,"7-6-2016","Express","Brexit Business",2,.03892196,.29034392,34
07jun2016,"7-6-2016","Express","Brexit Business,Brexit Immigration",2,.13355429,.52492635,34
07jun2016,"7-6-2016","Express","Brexit Business,Brexit Politics",3,.08284112,.40389194,34
07jun2016,"7-6-2016","Express","Brexit Business,Brexit Politics,Brexit Immigration",1,.10768398,.3275974,34
07jun2016,"7-6-2016","Express","Brexit Immigration",2,.04658163,.42720522,34
07jun2016,"7-6-2016","Express","Brexit Other",1,-.05,.43333333,34
07jun2016,"7-6-2016","Express","Brexit Politics",4,.12054684,.205144,34
07jun2016,"7-6-2016","Express","Climate",8,.02134827,.42440516,34
07jun2016,"7-6-2016","Express","Climate,Brexit",9,-.01577728,.36400613,34
07jun2016,"7-6-2016","Express","Other",2,-.04392857,.47443452,34
07jun2016,"7-6-2016","The Independent","",1,,,16
07jun2016,"7-6-2016","The Independent","Brexit Business",3,.11144992,.25207842,16
07jun2016,"7-6-2016","The Independent","Brexit Business,Brexit Politics",2,.05,.15625,16
07jun2016,"7-6-2016","The Independent","Brexit Immigration",1,-.08888889,.50972222,16
07jun2016,"7-6-2016","The Independent","Brexit Other",1,.0882197,.27212121,16
07jun2016,"7-6-2016","The Independent","Brexit Politics",1,-.20833333,.20833333,16
07jun2016,"7-6-2016","The Independent","Climate",3,.13555556,.39592593,16
07jun2016,"7-6-2016","The Independent","Climate,Brexit",4,.24534361,.43939935,16
07jun2016,"7-6-2016","The Times","Brexit Business",2,-.0469697,.25176768,15
07jun2016,"7-6-2016","The Times","Brexit Business,Brexit Politics",1,-.06134259,.22662037,15
07jun2016,"7-6-2016","The Times","Brexit Politics",2,-.01833333,.40388889,15
07jun2016,"7-6-2016","The Times","Climate",7,.12301373,.37423525,15
07jun2016,"7-6-2016","The Times","Climate,Brexit",3,.06985603,.2612259,15
08jun2016,"8-6-2016","Daily Mail","Brexit Business,Brexit Politics",1,.0328125,.56875,23
08jun2016,"8-6-2016","Daily Mail","Brexit Other",1,-.1125,.3,23
08jun2016,"8-6-2016","Daily Mail","Brexit Politics",6,.04791934,.50360691,23
08jun2016,"8-6-2016","Daily Mail","Climate",6,.05728084,.35038721,23
08jun2016,"8-6-2016","Daily Mail","Climate,Brexit",7,.12885552,.3989669,23
08jun2016,"8-6-2016","Daily Mail","Other",2,.04842491,.44393773,23
08jun2016,"8-6-2016","Evening Standard","Brexit Business",1,.14365079,.41349206,8
08jun2016,"8-6-2016","Evening Standard","Brexit Politics",1,-.09555556,.34888889,8
08jun2016,"8-6-2016","Evening Standard","Climate",5,-.01882682,.39488297,8
08jun2016,"8-6-2016","Evening Standard","Climate,Brexit",1,.00277778,.29583333,8
08jun2016,"8-6-2016","Express","Brexit Business",2,.18148148,.26053241,35
08jun2016,"8-6-2016","Express","Brexit Business,Brexit Politics",1,.30952381,.46190476,35
08jun2016,"8-6-2016","Express","Brexit Business,Brexit Politics,Brexit Immigration",1,.17888889,.35777778,35
08jun2016,"8-6-2016","Express","Brexit Politics",12,.06543002,.38028621,35
08jun2016,"8-6-2016","Express","Climate",7,.04702381,.47549938,35
08jun2016,"8-6-2016","Express","Climate,Brexit",10,.02311445,.35552513,35
08jun2016,"8-6-2016","Express","Other",2,.10420455,.29359848,35
08jun2016,"8-6-2016","The Guardian","Brexit Politics",1,-.0975,.7,2
08jun2016,"8-6-2016","The Guardian","Climate",1,.05,.5,2
08jun2016,"8-6-2016","The Independent","",1,,,20
08jun2016,"8-6-2016","The Independent","Brexit Immigration",1,-.21666667,.34333333,20
08jun2016,"8-6-2016","The Independent","Brexit Politics",7,.07907241,.32338748,20
08jun2016,"8-6-2016","The Independent","Climate",4,.10999636,.41269522,20
08jun2016,"8-6-2016","The Independent","Climate,Brexit",6,.06393498,.31675705,20
08jun2016,"8-6-2016","The Independent","Other",1,.075,.395,20
08jun2016,"8-6-2016","The Times","Brexit Business",3,-.00912698,.30837302,19
08jun2016,"8-6-2016","The Times","Brexit Other",1,0,0,19
08jun2016,"8-6-2016","The Times","Brexit Politics",2,.09869378,.45305886,19
08jun2016,"8-6-2016","The Times","Climate",10,.06547397,.37862046,19
08jun2016,"8-6-2016","The Times","Climate,Brexit",2,.13589286,.32678571,19
08jun2016,"8-6-2016","The Times","Other",1,-.05,.23333333,19
09jun2016,"9-6-2016","Daily Mail","Brexit Business",2,.12815657,.45833333,27
09jun2016,"9-6-2016","Daily Mail","Brexit Business,Brexit Politics",2,.06806818,.25666667,27
09jun2016,"9-6-2016","Daily Mail","Brexit Politics",3,-.01555556,.4270202,27
09jun2016,"9-6-2016","Daily Mail","Climate",10,.04430063,.43858962,27
09jun2016,"9-6-2016","Daily Mail","Climate,Brexit",7,-.01981241,.40816739,27
09jun2016,"9-6-2016","Daily Mail","Other",3,.20997475,.57676768,27
09jun2016,"9-6-2016","Evening Standard","Brexit Business",1,.14488636,.335,7
09jun2016,"9-6-2016","Evening Standard","Climate",3,.07168084,.29846655,7
09jun2016,"9-6-2016","Evening Standard","Climate,Brexit",3,.11189274,.48919673,7
09jun2016,"9-6-2016","Express","Brexit Business",7,.05890359,.31750552,32
09jun2016,"9-6-2016","Express","Brexit Business,Brexit Politics",1,.1,.51333333,32
09jun2016,"9-6-2016","Express","Brexit Immigration",1,.06666667,.49583333,32
09jun2016,"9-6-2016","Express","Brexit Politics",8,.1096795,.368665,32
09jun2016,"9-6-2016","Express","Brexit Politics,Brexit Immigration",1,-.01388889,.45555556,32
09jun2016,"9-6-2016","Express","Climate",8,.04048508,.39995634,32
09jun2016,"9-6-2016","Express","Climate,Brexit",5,.11274306,.43692901,32
09jun2016,"9-6-2016","Express","Other",1,-.10965909,.44488636,32
09jun2016,"9-6-2016","The Independent","Brexit Business",3,-.10864198,.48981481,22
09jun2016,"9-6-2016","The Independent","Brexit Business,Brexit Politics",1,-.0875,.3,22
09jun2016,"9-6-2016","The Independent","Brexit Business,Brexit Politics,Brexit Immigration",1,.05659722,.29131944,22
09jun2016,"9-6-2016","The Independent","Brexit Other",2,.22391775,.47857143,22
09jun2016,"9-6-2016","The Independent","Brexit Politics",3,.10652778,.30506944,22
09jun2016,"9-6-2016","The Independent","Climate",8,.08202054,.4311546,22
09jun2016,"9-6-2016","The Independent","Climate,Brexit",4,.02529167,.34244643,22
09jun2016,"9-6-2016","The Times","Brexit Business",4,.03650897,.34212963,30
09jun2016,"9-6-2016","The Times","Brexit Business,Brexit Politics",4,.12889539,.36195389,30
09jun2016,"9-6-2016","The Times","Brexit Other",1,0,0,30
09jun2016,"9-6-2016","The Times","Brexit Politics",2,.1037872,.42571429,30
09jun2016,"9-6-2016","The Times","Climate",7,.13871863,.37096125,30
09jun2016,"9-6-2016","The Times","Climate,Brexit",9,.00582121,.37911035,30
09jun2016,"9-6-2016","The Times","Other",3,.06115988,.31874232,30
10jun2016,"10-6-2016","Daily Mail","Brexit Business",1,.12666667,.44666667,17
10jun2016,"10-6-2016","Daily Mail","Brexit Business,Brexit Politics",1,.1,.12666667,17
10jun2016,"10-6-2016","Daily Mail","Brexit Politics",5,.22315202,.49912032,17
10jun2016,"10-6-2016","Daily Mail","Climate",5,.10337698,.38208069,17
10jun2016,"10-6-2016","Daily Mail","Climate,Brexit",4,-.02782974,.41453373,17
10jun2016,"10-6-2016","Daily Mail","Other",1,.25,.33333333,17
10jun2016,"10-6-2016","Evening Standard","Brexit Business",1,.08338675,.46324786,4
10jun2016,"10-6-2016","Evening Standard","Climate",1,.14807692,.50576923,4
10jun2016,"10-6-2016","Evening Standard","Climate,Brexit",2,.13582461,.46408586,4
10jun2016,"10-6-2016","Express","Brexit Business,Brexit Politics",1,.14444444,.21111111,28
10jun2016,"10-6-2016","Express","Brexit Other",2,.08472222,.46388889,28
10jun2016,"10-6-2016","Express","Brexit Politics",8,.07468767,.41893647,28
10jun2016,"10-6-2016","Express","Climate",5,.07026321,.35991453,28
10jun2016,"10-6-2016","Express","Climate,Brexit",9,.00779212,.31559215,28
10jun2016,"10-6-2016","Express","Other",3,.06313131,.64840067,28
10jun2016,"10-6-2016","The Guardian","Brexit Business,Brexit Politics",1,.23809524,.69047619,2
10jun2016,"10-6-2016","The Guardian","Climate,Brexit",1,.0707197,.40503788,2
10jun2016,"10-6-2016","The Independent","Brexit Business",1,.13030303,.25757576,14
10jun2016,"10-6-2016","The Independent","Brexit Immigration",1,.03116883,.50833333,14
